"Местное время в Нерое";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.11.2019 20:00";"-23.8";"701.0";"";"";"80";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"-16.5";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"27.11.2019 14:00";"-18.9";"702.0";"";"";"75";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"-32.8";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"27.11.2019 08:00";"";"705.0";"";"";"";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-32.3";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"27.11.2019 02:00";"-28.6";"705.0";"";"";"84";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.11.2019 20:00";"-24.3";"705.0";"";"";"85";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"-16.7";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"26.11.2019 14:00";"-17.3";"706.0";"";"";"65";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-32.6";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"26.11.2019 08:00";"-30.8";"706.0";"";"";"74";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"-30.9";"";"";"";"";"";"";"";"";"0.5";"12";"";"";"";"";
"26.11.2019 02:00";"-18.4";"705.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.11.2019 20:00";"-20.4";"704.0";"";"";"75";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-11.0";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"25.11.2019 14:00";"-12.8";"699.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"25.11.2019 08:00";"-20.1";"697.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-23.0";"";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"25.11.2019 02:00";"-22.4";"695.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.11.2019 20:00";"-19.7";"695.0";"";"";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-8.6";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"24.11.2019 14:00";"-12.9";"696.0";"";"";"65";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"24.11.2019 08:00";"-20.9";"698.0";"";"";"80";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-21.0";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"24.11.2019 02:00";"-18.1";"702.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.11.2019 20:00";"-16.9";"702.0";"";"";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-9.8";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"23.11.2019 14:00";"-13.2";"702.0";"";"";"70";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"23.11.2019 08:00";"-21.4";"";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-23.3";"";"";"";"";"";"";"";"";"0.5";"12";"";"";"";"";
"22.11.2019 20:00";"-22.4";"696.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-18.9";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"22.11.2019 14:00";"-20.7";"696.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-28.5";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"22.11.2019 08:00";"-27.8";"696.0";"";"";"79";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-27.9";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"22.11.2019 02:00";"-21.7";"695.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.11.2019 20:00";"-19.3";"694.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-16.3";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"21.11.2019 14:00";"-17.7";"692.0";"";"";"70";"Ветер, дующий с востока";"2";"";"";"20–30%.";"Состояние неба в общем не изменилось. ";"";"";"-19.2";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"21.11.2019 08:00";"-17.2";"691.0";"";"";"85";"Ветер, дующий с севера";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-17.5";"";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"21.11.2019 02:00";"-10.4";"690.0";"";"";"90";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.11.2019 20:00";"-7.8";"688.0";"";"";"90";"Ветер, дующий с севера";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-5.6";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"20.11.2019 14:00";"-7.6";"688.0";"";"";"73";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"20.11.2019 08:00";"-14.9";"688.0";"";"";"82";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-17.6";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"20.11.2019 02:00";"-17.3";"690.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.11.2019 20:00";"-12.9";"690.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-8.3";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"19.11.2019 14:00";"-9.6";"690.0";"";"";"69";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"19.11.2019 08:00";"-18.3";"690.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"-18.5";"";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"19.11.2019 02:00";"-16.4";"690.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.11.2019 20:00";"-17.3";"690.0";"";"";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-15.0";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"18.11.2019 14:00";"-18.3";"694.0";"";"";"70";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"18.11.2019 08:00";"-30.2";"697.0";"";"";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-30.3";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"18.11.2019 02:00";"-28.9";"698.0";"";"";"74";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.11.2019 20:00";"-23.2";"699.0";"";"";"70";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"-19.4";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"17.11.2019 14:00";"-23.1";"701.0";"";"";"69";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"17.11.2019 08:00";"-32.4";"704.0";"";"";"79";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-33.2";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"17.11.2019 02:00";"-30.6";"707.0";"";"";"79";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.11.2019 20:00";"-24.9";"705.7";"786.8";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-19.4";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-27.4";"Следы осадков";"12";"";"";"";"";
"16.11.2019 14:00";"-20.6";"705.0";"";"";"70";"Штиль, безветрие";"0";"";"";"60%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"16.11.2019 08:00";"-25.6";"702.0";"";"";"84";"Штиль, безветрие";"0";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"16.11.2019 02:00";"-25.2";"699.0";"";"";"84";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.11.2019 20:00";"-21.0";"694.3";"772.9";"";"80";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-15.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"";"-23.5";"0.5";"12";"";"";"";"";
"15.11.2019 14:00";"-17.2";"692.0";"";"";"75";"Штиль, безветрие";"0";"";"";"100%.";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"15.11.2019 08:00";"-24.7";"692.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-26.8";"";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"15.11.2019 02:00";"-23.3";"692.0";"";"";"85";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.11.2019 14:00";"-11.1";"700.0";"";"";"60";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-25.3";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"14.11.2019 08:00";"-24.4";"694.0";"";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"-24.5";"";"";"";"";"";"";"";"";"0.8";"12";"";"";"";"";
"14.11.2019 02:00";"-11.8";"691.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.11.2019 20:00";"-8.6";"688.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-7.4";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"13.11.2019 14:00";"-11.6";"688.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.11.2019 08:00";"-20.9";"691.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-27.8";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"13.11.2019 02:00";"-27.3";"698.0";"";"";"79";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.11.2019 20:00";"-20.9";"702.0";"";"";"60";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"-11.4";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"12.11.2019 14:00";"-12.0";"703.0";"";"";"40";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"12.11.2019 08:00";"-16.6";"702.0";"";"";"75";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-20.1";"";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"12.11.2019 02:00";"-18.5";"702.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.11.2019 20:00";"-16.1";"699.0";"";"";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-12.5";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"11.11.2019 14:00";"-13.8";"697.0";"";"";"65";"Ветер, дующий с севера";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"11.11.2019 08:00";"-15.0";"695.0";"";"";"85";"Ветер, дующий с севера";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-15.3";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"11.11.2019 02:00";"-13.7";"696.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.11.2019 20:00";"-14.1";"695.0";"";"";"85";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"-8.4";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"10.11.2019 14:00";"-9.2";"696.0";"";"";"64";"Ветер, дующий с северо-запада";"2";"";"";"60%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"10.11.2019 08:00";"-10.8";"721.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-10.9";"";"";"";"";"";"";"";"";"0.5";"12";"";"";"";"";
"10.11.2019 02:00";"-8.8";"695.0";"";"";"89";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.11.2019 20:00";"-2.2";"689.0";"";"";"87";"Ветер, дующий с северо-запада";"4";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"4.2";"";"";"";"";"";"";"";"0.6";"12";"";"";"";"";
"09.11.2019 14:00";"3.6";"686.0";"";"";"58";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"09.11.2019 08:00";"-1.9";"686.0";"";"";"56";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"-4.7";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"09.11.2019 02:00";"-3.5";"687.0";"";"";"94";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.11.2019 20:00";"-2.8";"689.0";"";"";"91";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"6.2";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"08.11.2019 14:00";"2.1";"691.0";"";"";"76";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"08.11.2019 08:00";"-8.2";"694.0";"";"";"95";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Туман или ледяной туман. ";"";"";"-8.5";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"08.11.2019 02:00";"-7.5";"694.0";"";"";"";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.11.2019 20:00";"-5.9";"695.0";"";"";"92";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"4.3";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"07.11.2019 14:00";"-0.6";"695.0";"";"";"73";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"07.11.2019 08:00";"-11.3";"697.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"-11.4";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"07.11.2019 02:00";"-9.4";"696.0";"";"";"";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.11.2019 20:00";"-7.3";"695.0";"";"";"88";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"1.3";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"06.11.2019 14:00";"-2.4";"697.0";"";"";"82";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"06.11.2019 08:00";"-12.3";"699.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-14.5";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"06.11.2019 02:00";"-13.6";"702.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.11.2019 20:00";"-7.7";"699.0";"";"";"84";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"-0.9";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"05.11.2019 14:00";"-4.2";"698.0";"";"";"82";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"05.11.2019 08:00";"-7.6";"691.0";"";"";"100";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и). ";"";"";"-12.5";"";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"05.11.2019 02:00";"-10.2";"695.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.11.2019 20:00";"-9.7";"697.0";"";"";"91";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"-4.9";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"04.11.2019 14:00";"-6.1";"702.0";"";"";"81";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"04.11.2019 08:00";"-16.2";"705.0";"";"";"90";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-16.3";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"04.11.2019 02:00";"-11.3";"707.0";"";"";"90";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.11.2019 20:00";"-6.4";"704.0";"";"";"91";"Штиль, безветрие";"0";"";"";"60%.";"Состояние неба в общем не изменилось. ";"";"";"";"-0.3";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"03.11.2019 14:00";"-3.2";"701.0";"";"";"85";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Ливневый снег или ливневый дождь и снег. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"03.11.2019 08:00";"-0.7";"697.0";"";"";"98";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-0.8";"";"";"";"";"";"";"";"";"6.0";"12";"";"";"";"";
"03.11.2019 02:00";"2.6";"695.0";"";"";"97";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.11.2019 20:00";"2.5";"693.0";"";"";"77";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"9.1";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"02.11.2019 14:00";"5.1";"692.0";"";"";"73";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"02.11.2019 08:00";"-2.6";"694.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"-2.8";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"02.11.2019 02:00";"-1.3";"694.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.11.2019 20:00";"3.7";"692.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"9.3";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"01.11.2019 14:00";"8.6";"693.0";"";"";"58";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"01.11.2019 08:00";"-0.7";"695.0";"";"";"92";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-1.9";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"01.11.2019 02:00";"1.9";"695.0";"";"";"82";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.10.2019 20:00";"5.6";"694.0";"";"";"67";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"10.6";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"31.10.2019 14:00";"8.8";"692.0";"";"";"55";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"31.10.2019 08:00";"-4.4";"693.0";"";"";"96";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"31.10.2019 02:00";"-5.3";"695.0";"";"";"93";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.10.2019 20:00";"-4.8";"695.0";"";"";"88";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"1.4";"";"";"";"";"";"";"";"0.5";"12";"";"";"";"";
"30.10.2019 14:00";"0.0";"693.0";"";"";"74";"Ветер, дующий с северо-запада";"4";"";"";"60%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"30.10.2019 08:00";"0.8";"689.0";"";"";"90";"Ветер, дующий с запада";"4";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"0.7";"";"";"";"";"";"";"";"";"4.0";"12";"";"";"";"";
"30.10.2019 02:00";"2.1";"684.0";"";"";"87";"Ветер, дующий с запада";"6";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.10.2019 20:00";"9.5";"678.0";"";"";"50";"Ветер, дующий с юго-запада";"4";"";"";"100%.";" ";"";"";"";"10.9";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"29.10.2019 14:00";"6.4";"679.0";"";"";"65";"Ветер, дующий с юга";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"29.10.2019 08:00";"4.7";"683.0";"";"";"68";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"2.2";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"29.10.2019 02:00";"5.4";"681.0";"";"";"72";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.10.2019 20:00";"2.6";"682.0";"";"";"65";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"10.1";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"28.10.2019 14:00";"7.4";"682.0";"";"";"61";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"28.10.2019 08:00";"7.2";"682.0";"";"";"56";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"-4.7";"";"";"";"";"";"";"";"";"0.7";"12";"";"";"";"";
"28.10.2019 02:00";"-4.4";"684.0";"";"";"89";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег или ливневый дождь и снег. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.10.2019 20:00";"-3.2";"687.0";"";"";"79";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-1.1";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"27.10.2019 14:00";"-1.8";"691.0";"";"";"49";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"27.10.2019 08:00";"-5.3";"691.0";"";"";"";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-5.4";"";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"27.10.2019 02:00";"-4.1";"685.0";"";"";"97";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
