Местное время в Алыгджере;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
28.02.2019 20:00;0.0;677.7;759.2;;38;Штиль, безветрие;0;;;100%.; ;;;;05.июн;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-12.6;Осадков нет;12;;;;
01.03.2019 2:00;-6.0;677.2;760.4;;71;Штиль, безветрие;0;;;70 – 80%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;50%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-10.4;;;;;;
01.03.2019 14:00;04.сен;675.8;755.6;;26;Ветер, дующий с юга;2;;;60%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-13.1;;;;;;
01.03.2019 20:00;02.авг;677.1;757.6;;33;Штиль, безветрие;0;;;100%.; ;;;;06.мар;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;50.0;-12.0;Осадков нет;12;;;;
02.03.2019 8:00;-5.0;680.5;763.9;;64;Ветер, дующий с юго-юго-востока;1;;;70 – 80%.; ;;;-5.5;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;10%  или менее, но не 0;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-10.8;Осадков нет;12;;;;
02.03.2019 14:00;04.янв;679.9;759.5;;40;Ветер, дующий с юга;2;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-8.5;;;;;;
02.03.2019 20:00;-2.5;679.2;761.7;;59;Штиль, безветрие;0;;;100%.; ;;;;5.0;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-9.4;Осадков нет;12;;;;
03.03.2019 2:00;-4.6;678.6;761.5;;82;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-7.3;;;;;;
03.03.2019 8:00;-6.8;679.3;763.2;;86;Штиль, безветрие;0;;;100%.; ;;;-6.9;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-8.8;Осадков нет;12;;;;
03.03.2019 14:00;2.0;680.4;761.5;;51;Ветер, дующий с северо-северо-запада;2;;;70 – 80%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-7.3;;;;;;
03.03.2019 20:00;-0.5;681.2;763.2;;61;Штиль, безветрие;0;;;10%  или менее, но не 0; ;;;;5.0;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;10%  или менее, но не 0;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-7.2;Осадков нет;12;;;;
04.03.2019 2:00;-8.5;682.8;767.6;;98;Ветер, дующий с северо-запада;2;;;Облаков нет.; ;;;;;;;;;;;-8.7;;;;;;
04.03.2019 8:00;-11.0;684.7;770.7;;95;Штиль, безветрие;0;;;Облаков нет.; ;;;-11.1;;;;;;;50.0;-11.6;Осадков нет;12;;;;
04.03.2019 14:00;01.апр;685.9;767.8;;46;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перисто-слоистые, покрывающие все небо.;50.0;-9.1;;;;;;
05.03.2019 2:00;-7.6;684.5;769.3;;93;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-8.6;;;;;;
05.03.2019 8:00;-2.5;683.1;766.0;;57;Ветер, дующий с юго-юго-востока;2;;;20–30%.; ;;;-7.7;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-9.9;Осадков нет;12;;;;
05.03.2019 14:00;9.0;681.7;760.9;;27;Ветер, дующий с юго-юго-запада;2;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;10%  или менее, но не 0;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.;50.0;-9.1;;;;;;
05.03.2019 20:00;02.янв;682.9;764.2;;39;Ветер, дующий с западо-юго-запада;2;;;70 – 80%.; ;;;;10.июн;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.;50.0;-10.5;Осадков нет;12;;;;
06.03.2019 2:00;-3.2;685.1;768.4;;70;Штиль, безветрие;0;;;10%  или менее, но не 0; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;10%  или менее, но не 0;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-7.9;;;;;;
06.03.2019 8:00;-7.5;685.8;770.6;;98;Штиль, безветрие;0;;;100%.; ;;;-8.0;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;60%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.;50.0;-7.7;Осадков нет;12;;;;
06.03.2019 14:00;02.июн;683.6;764.9;;42;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;40%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-9.1;;;;;;
06.03.2019 20:00;02.сен;682.0;763.0;;40;Штиль, безветрие;0;;;100%.; ;;;;09.май;Слоисто-кучевые, образовавшиеся не из кучевых.;40%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-9.6;Осадков нет;12;;;;
07.03.2019 2:00;-5.5;682.3;766.0;;95;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-6.2;;;;;;
07.03.2019 8:00;-3.8;684.5;767.9;;99;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;-5.6;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;0.5;-4.0;6.0;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;10.0
07.03.2019 14:00;-4.0;686.2;769.9;;82;Ветер, дующий с северо-северо-запада;2;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высокослоистые просвечивающие.;;4.0;-6.6;;;;;;
07.03.2019 20:00;-6.5;687.1;771.7;;40;Штиль, безветрие;0;;;100%.;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;-3.8;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высокослоистые просвечивающие.;;10.0;-18.1;2.0;12;;;;
08.03.2019 2:00;-14.5;688.3;775.9;;95;Штиль, безветрие;0;;;40%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-15.1;;;;;;
08.03.2019 8:00;-11.5;688.1;774.7;;65;Ветер, дующий с юго-юго-востока;6;10;10;20–30%.;Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ;Метель;Облака покрывали половину неба или менее в течение всего соответствующего периода.;-17.8;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-16.8;0.4;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;11.0
08.03.2019 14:00;-1.6;686.8;769.9;;38;Ветер, дующий с юго-юго-востока;8;10;10;20–30%.;Состояние неба в общем не изменилось. ;Метель;Облака покрывали половину неба или менее в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-14.1;;;;;;
08.03.2019 20:00;-0.9;685.1;767.8;;26;Ветер, дующий с юга;4;;;Облаков нет.; ;;;;01.июн;;;;;;50.0;-18.2;Осадков нет;12;;;;
09.03.2019 2:00;-4.9;685.2;769.3;;34;Ветер, дующий с юго-юго-востока;4;;;Облаков нет.; ;;;;;;;;;;;-18.6;;;;;;
09.03.2019 8:00;-6.3;685.0;769.4;;43;Ветер, дующий с юго-юго-востока;4;;;100%.; ;;;-7.4;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-17.0;Осадков нет;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.;1.0
09.03.2019 14:00;01.июл;682.9;764.5;;28;Ветер, дующий с юго-юго-востока;4;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;40%.;1000-1500;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-15.0;;;;;;
09.03.2019 20:00;-2.1;682.9;765.7;;30;Штиль, безветрие;0;;;60%.; ;;;;4.0;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-17.3;Осадков нет;12;;;;
10.03.2019 2:00;-9.5;;771.3;;54;Ветер, дующий с северо-запада;2;;;60%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-17.1;;;;;;
10.03.2019 8:00;-14.9;685.0;772.3;;90;Штиль, безветрие;0;;;100%.; ;;;-15.1;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;50.0;-16.2;Осадков нет;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.;Менее 0.5
10.03.2019 14:00;-3.5;685.9;769.5;;48;Штиль, безветрие;0;;;100%.;Осадки в поле зрения, достигающие поверхности земли или моря поблизости, но не на самой станции. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;4.0;-13.1;;;;;;
10.03.2019 20:00;-6.6;687.1;771.9;;78;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;-3.3;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-9.8;Следы осадков;12;;;;
11.03.2019 2:00;-9.5;688.0;773.8;;91;Штиль, безветрие;0;;;20–30%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-10.7;;;;;;
11.03.2019 8:00;-7.8;688.0;773.3;;53;Ветер, дующий с юго-юго-востока;4;;;100%.; ;;;-10.7;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;50.0;-15.7;Осадков нет;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.;Менее 0.5
11.03.2019 14:00;0.1;686.4;768.9;;39;Ветер, дующий с юго-юго-востока;4;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";50.0;-12.4;;;;;;
11.03.2019 20:00;0.6;684.7;766.9;;34;Ветер, дующий с юга;4;;;60%.; ;;;;02.авг;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;50.0;-13.7;Осадков нет;12;;;;
12.03.2019 2:00;-4.0;684.0;767.5;;46;Ветер, дующий с юго-востока;6;10;10;Облаков нет.; ;;;;;;;;;;;-14.0;;;;;;
12.03.2019 8:00;-5.0;683.8;767.6;;47;Ветер, дующий с юго-востока;4;;;100%.; ;;;-5.6;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;50.0;-14.6;Осадков нет;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.;Менее 0.5
12.03.2019 14:00;03.янв;684.5;765.8;;34;Ветер, дующий с юго-юго-востока;2;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;50%.;1000-1500;Высокослоистые непросвечивающие или слоисто-дождевые.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;50.0;-11.4;;;;;;
12.03.2019 20:00;0.1;686.1;768.6;;37;Штиль, безветрие;0;;;100%.; ;;;;04.апр;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;20–30%.;600-1000;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-12.9;Осадков нет;12;;;;
13.03.2019 2:00;-1.9;686.8;770.0;;45;Ветер, дующий с юго-юго-востока;2;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;60%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-12.4;;;;;;
13.03.2019 8:00;-1.0;686.5;769.3;;48;Ветер, дующий с юго-юго-востока;2;;;100%.; ;;;-2.5;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;50.0;-10.7;Осадков нет;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.;Менее 0.5
13.03.2019 14:00;05.май;686.8;767.6;;35;Ветер, дующий с юго-юго-востока;2;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;50.0;-8.9;;;;;;
13.03.2019 20:00;01.июн;687.9;769.9;;74;Штиль, безветрие;0;;;100%.; ;;;;06.июн;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высокослоистые просвечивающие.;;50.0;-2.5;Осадков нет;12;;;;
14.03.2019 2:00;0.0;687.7;770.3;;42;Ветер, дующий с юго-юго-востока;2;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-11.5;;;;;;
14.03.2019 8:00;0.5;686.6;768.9;;56;Ветер, дующий с юго-востока;4;;;100%.; ;;;-1.5;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-7.3;Осадков нет;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.;Менее 0.5
14.03.2019 14:00;07.июн;685.9;766.0;;24;Ветер, дующий с юго-юго-востока;6;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;50.0;-11.8;;;;;;
14.03.2019 20:00;06.сен;685.7;766.0;;23;Ветер, дующий с юго-юго-запада;2;;;100%.; ;;;;08.авг;Слоисто-кучевые, образовавшиеся не из кучевых.;50%.;1000-1500;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;50.0;-12.9;Осадков нет;12;;;;
15.03.2019 2:00;05.янв;686.2;767.0;;35;Ветер, дующий с юго-юго-запада;2;;;70 – 80%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-9.1;;;;;;
15.03.2019 8:00;5.0;686.8;767.8;;41;Ветер, дующий с юго-юго-востока;4;;;100%.; ;;;03.авг;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высокослоистые просвечивающие.;;50.0;-7.4;Осадков нет;12;;;;
15.03.2019 14:00;10.фев;685.3;764.5;;34;Ветер, дующий с юго-юго-востока;4;;;100%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;10%  или менее, но не 0;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перисто-слоистые, покрывающие все небо.;50.0;-5.2;;;;;;
15.03.2019 20:00;09.июн;683.8;763.1;;26;Ветер, дующий с юго-запада;2;;;100%.; ;;;;12.апр;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;50%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.;50.0;-8.9;Осадков нет;12;;;;
16.03.2019 2:00;01.июн;683.6;765.2;;67;Ветер, дующий с юго-востока;4;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-3.9;;;;;;
16.03.2019 8:00;-1.5;683.0;765.6;;54;Ветер, дующий с востоко-юго-востока;4;;;Облаков нет.; ;;;-2.0;;;;;;;50.0;-9.6;Осадков нет;12;;;;
16.03.2019 20:00;05.апр;679.5;759.5;;26;Штиль, безветрие;0;;;100%.; ;;;;13.янв;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые просвечивающие.;;50.0;-12.6;Осадков нет;12;;;;
17.03.2019 8:00;-2.3;678.8;761.1;;73;Штиль, безветрие;0;;;100%.; ;;;-3.8;;Слоисто-кучевые, образовавшиеся не из кучевых.;60%.;1000-1500;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;50.0;-6.6;Осадков нет;12;;;;
17.03.2019 20:00;-0.7;677.7;759.3;;98;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;08.мар;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;2.0;-1.0;0.5;12;;;;
18.03.2019 8:00;-8.4;682.1;766.7;;77;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;-8.5;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;2.0;-11.7;7.0;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;7.0
19.03.2019 8:00;-13.3;689.3;776.6;;95;Штиль, безветрие;0;;;90  или более, но не 100%;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;-14.5;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-13.9;0.2;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;7.0
19.03.2019 20:00;-8.3;686.4;771.6;;49;Штиль, безветрие;0;;;40%.; ;;;;-2.1;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-17.2;Следы осадков;12;;;;
