Местное время в Нерое;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
03.12.2018 2:00;-25.5;701.0;;;79;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
03.12.2018 8:00;-29.0;702.0;;;74;Штиль, безветрие;0;;;40%.; ;;;-29.1;;;;;;;;;0.4;12;;;;
03.12.2018 14:00;-24.6;700.0;;;74;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
03.12.2018 20:00;-28.1;698.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;-22.3;;;;;;;;Осадков нет;12;;;;
04.12.2018 2:00;-29.3;698.0;;;79;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
04.12.2018 8:00;-25.4;706.0;;;77;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;-30.2;;;;;;;;;0.5;12;;;;
04.12.2018 14:00;-22.1;700.0;;;79;Ветер, дующий с запада;2;;;100%.;Снег с перерывами слабый в срок наблюдения. ;;;;;;;;;;20.0;;;;;;;
04.12.2018 20:00;-27.5;705.0;;;73;Штиль, безветрие;0;;;100%.;Снег с перерывами слабый в срок наблюдения. ;;;;-21.5;;;;;;;;0.7;12;;;;
05.12.2018 2:00;-28.7;708.0;;;74;Штиль, безветрие;0;;;100%.;Снег с перерывами слабый в срок наблюдения. ;;;;;;;;;;;;;;;;;
05.12.2018 8:00;-32.6;710.0;;;67;Штиль, безветрие;0;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;-32.7;;;;;;;;;0.4;12;;;;
05.12.2018 14:00;-26.8;711.0;;;69;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
05.12.2018 20:00;-29.3;712.0;;;79;Штиль, безветрие;0;;;100%.; ;;;;-26.3;;;;;;;;Осадков нет;12;;;;
06.12.2018 2:00;-35.1;713.0;;;79;Штиль, безветрие;0;;;40%.; ;;;;;;;;;;;;;;;;;
06.12.2018 8:00;-38.6;713.0;;;75;Штиль, безветрие;0;;;Облаков нет.; ;;;-38.7;;;;;;;;;Осадков нет;12;;;;
06.12.2018 14:00;-27.7;711.0;;;70;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
07.12.2018 2:00;;710.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
07.12.2018 8:00;;708.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;Осадков нет;12;;;;
07.12.2018 14:00;;706.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
07.12.2018 20:00;;703.0;;;;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;Осадков нет;12;;;;
08.12.2018 2:00;;701.0;;;;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
08.12.2018 8:00;-28.1;698.0;;;75;Штиль, безветрие;0;;;100%.; ;;;-37.9;;;;;;;;;Осадков нет;12;;;;
08.12.2018 14:00;-20.9;698.0;;;80;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;10.0;;;;;;;
08.12.2018 20:00;-18.8;698.0;;;85;Штиль, безветрие;0;;;100%.;Снег непрерывный умеренный в срок наблюдения. ;;;;-18.2;;;;;;;;3.0;12;;;;
09.12.2018 2:00;-20.2;699.0;;;90;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;;;;;;;;
09.12.2018 8:00;-32.6;703.0;;;86;Штиль, безветрие;0;;;Облаков нет.;Состояние неба в общем не изменилось. ;;;-32.7;;;;;;;;;0.8;12;;;;
09.12.2018 14:00;-24.3;705.0;;;75;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
09.12.2018 20:00;-29.7;705.1;787.9;;79;Штиль, безветрие;0;;;Облаков нет.; ;;;;-21.9;;;;;;;-32.2;Осадков нет;12;;;;
10.12.2018 2:00;;706.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
10.12.2018 8:00;;705.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;Осадков нет;12;;;;
10.12.2018 14:00;;703.0;;;;Штиль, безветрие;0;;;50%.; ;;;;;;;;;;50.0;;;;;;;
10.12.2018 20:00;-23.2;693.0;;;73;Штиль, безветрие;0;;;100%.; ;;;;-21.0;;;;;;;;Осадков нет;12;;;;
11.12.2018 2:00;;701.0;;;;Штиль, безветрие;0;;;20–30%.; ;;;;;;;;;;;;;;;;;
11.12.2018 8:00;-23.8;700.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;Осадков нет;12;;;;
11.12.2018 14:00;-14.7;700.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
11.12.2018 20:00;-11.7;701.0;;;90;Штиль, безветрие;0;;;100%.; ;;;;-11.2;;;;;;;;Осадков нет;12;;;;
12.12.2018 2:00;-13.2;702.0;;;85;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
12.12.2018 8:00;-19.3;702.0;;;81;Штиль, безветрие;0;;;20–30%.; ;;;-19.6;;;;;;;;;Осадков нет;12;;;;
12.12.2018 14:00;-14.4;701.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
12.12.2018 20:00;-20.2;700.0;;;85;Штиль, безветрие;0;;;20–30%.; ;;;;-12.6;;;;;;;;Осадков нет;12;;;;
13.12.2018 2:00;;700.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
13.12.2018 8:00;;698.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;Осадков нет;12;;;;
13.12.2018 14:00;;697.0;;;;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
13.12.2018 20:00;-20.0;697.0;;;90;Штиль, безветрие;0;;;100%.; ;;;;-17.5;;;;;;;;Осадков нет;12;;;;
14.12.2018 2:00;-18.3;;;;90;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
14.12.2018 8:00;-22.3;696.0;;;84;Штиль, безветрие;0;;;100%.; ;;;-22.4;;;;;;;;;Осадков нет;12;;;;
14.12.2018 14:00;-15.4;694.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
14.12.2018 20:00;-23.1;691.1;769.9;;85;Штиль, безветрие;0;;;100%.; ;;;;-14.3;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;50%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-25.0;Осадков нет;12;;;;
15.12.2018 2:00;-17.1;691.0;;;90;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
15.12.2018 8:00;-16.3;691.0;;;90;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;Осадков нет;12;;;;
15.12.2018 14:00;-10.1;691.0;;;90;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
15.12.2018 20:00;-10.3;691.0;;;95;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;;-7.1;;;;;;;;Осадков нет;12;;;;
16.12.2018 2:00;-10.9;690.0;;;95;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
16.12.2018 8:00;-10.5;691.0;;;95;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;-12.0;;;;;;;;;Осадков нет;12;;;;
16.12.2018 14:00;-7.7;692.0;;;87;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;10.0;;;;;;;
16.12.2018 20:00;-9.3;691.0;;;98;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;-6.6;;;;;;;;1.0;12;;;;
17.12.2018 2:00;-10.2;690.0;;;100;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
17.12.2018 8:00;-11.3;692.0;;;100;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;-11.4;;;;;;;;;2.0;12;;;;
17.12.2018 14:00;-9.6;692.0;;;85;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
17.12.2018 20:00;-17.0;699.0;;;90;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;Осадков нет;12;;;;
18.12.2018 2:00;-13.2;692.0;;;90;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
18.12.2018 8:00;-11.5;692.0;;;95;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-17.1;;;;;;;;;1.0;12;;;;
18.12.2018 14:00;-6.8;692.0;;;80;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
18.12.2018 20:00;-8.6;692.0;;;86;Штиль, безветрие;0;;;100%.; ;;;;-6.2;;;;;;;;0.5;12;;;;
19.12.2018 2:00;-9.2;691.0;;;85;Штиль, безветрие;0;;;70 – 80%.; ;;;;;;;;;;;;;;;;;
19.12.2018 8:00;-17.0;690.0;;;85;Штиль, безветрие;0;;;100%.; ;;;-17.1;;;;;;;;;Осадков нет;12;;;;
19.12.2018 14:00;-5.6;687.0;;;56;Ветер, дующий с юго-запада;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
19.12.2018 20:00;-7.9;686.0;;;47;Ветер, дующий с запада;2;;;90  или более, но не 100%; ;;;;-4.6;;;;;;;;Осадков нет;12;;;;
20.12.2018 2:00;-11.4;685.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
20.12.2018 8:00;-13.6;685.0;;;85;Штиль, безветрие;0;;;100%.; ;;;-15.2;;;;;;;;;Осадков нет;12;;;;
20.12.2018 14:00;-10.2;686.0;;;89;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;10.0;;;;;;;
20.12.2018 20:00;-16.4;;;;70;Штиль, безветрие;0;;;60%.;Состояние неба в общем не изменилось. ;;;;-9.9;;;;;;;;0.6;12;;;;
21.12.2018 2:00;-15.0;694.0;;;73;Ветер, дующий с северо-запада;2;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
21.12.2018 8:00;-22.1;696.0;;;79;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;-22.4;;;;;;;;;1.0;12;;;;
21.12.2018 14:00;-19.1;699.0;;;55;Ветер, дующий с запада;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
21.12.2018 20:00;-24.6;699.0;;;74;Штиль, безветрие;0;;;100%.; ;;;;-18.9;;;;;;;;Осадков нет;12;;;;
22.12.2018 2:00;-15.8;695.0;;;70;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
22.12.2018 8:00;-13.7;692.0;;;45;Ветер, дующий с запада;2;;;100%.; ;;;-25.3;;;;;;;;;Осадков нет;12;;;;
22.12.2018 14:00;-11.2;691.0;;;45;Ветер, дующий с юго-запада;2;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
22.12.2018 20:00;-13.1;691.0;;;75;Штиль, безветрие;0;;;100%.; ;;;;-9.8;;;;;;;;Осадков нет;12;;;;
23.12.2018 2:00;-9.4;690.0;;;60;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
23.12.2018 8:00;-10.4;689.0;;;50;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;-11.9;;;;;;;;;Осадков нет;12;;;;
23.12.2018 14:00;-11.0;690.0;;;75;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;10.0;;;;;;;
23.12.2018 20:00;-17.2;694.0;;;80;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;-10.4;;;;;;;;1.0;12;;;;
24.12.2018 2:00;-22.8;694.0;;;80;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
24.12.2018 8:00;-34.7;699.0;;;79;Штиль, безветрие;0;;;20–30%.; ;;;-34.8;;;;;;;;;0.3;12;;;;
24.12.2018 14:00;-22.4;702.0;;;75;Штиль, безветрие;0;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
24.12.2018 20:00;-24.2;;;;80;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;-21.6;;;;;;;;0.3;12;;;;
25.12.2018 2:00;-30.9;706.0;;;80;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;;;;;;;;
25.12.2018 8:00;-28.1;705.0;;;80;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;-31.2;;;;;;;;;0.3;12;;;;
25.12.2018 14:00;-21.6;707.0;;;75;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
25.12.2018 20:00;-28.9;708.0;;;74;Штиль, безветрие;0;;;100%.; ;;;;-20.6;;;;;;;;0.2;12;;;;
26.12.2018 2:00;-36.4;710.0;;;74;Штиль, безветрие;0;;;20–30%.; ;;;;;;;;;;;;;;;;;
26.12.2018 8:00;-40.3;711.0;;;68;Штиль, безветрие;0;;;Облаков нет.; ;;;-40.4;;;;;;;;;Осадков нет;12;;;;
26.12.2018 14:00;-31.8;711.0;;;70;Штиль, безветрие;0;;;Облаков нет.; ;;;-41.7;;;;;;;50.0;;;;;;;
26.12.2018 20:00;-34.6;713.0;;;76;Штиль, безветрие;0;;;Облаков нет.; ;;;;-27.6;;;;;;;;Осадков нет;12;;;;
27.12.2018 2:00;;714.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
27.12.2018 8:00;;714.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;-40.5;;;;;;;;;Осадков нет;12;;;;
27.12.2018 14:00;;714.0;;;;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
27.12.2018 20:00;-32.8;720.4;790.2;;74;Штиль, безветрие;0;;;100%.; ;;;;-26.5;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перисто-слоистые, покрывающие все небо.;;-35.8;Осадков нет;12;;;;
28.12.2018 2:00;;714.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
28.12.2018 8:00;;713.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;Осадков нет;12;;;;
28.12.2018 14:00;-26.1;711.0;;;70;Штиль, безветрие;0;;;Облаков нет.; ;;;-40.9;;;;;;;50.0;;;;;;;
28.12.2018 20:00;;710.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;-23.1;;;;;;;;Осадков нет;12;;;;
29.12.2018 2:00;;709.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
29.12.2018 8:00;;708.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;Осадков нет;12;;;;
29.12.2018 14:00;;707.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
29.12.2018 20:00;;706.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;Осадков нет;12;;;;
30.12.2018 2:00;;706.0;;;;Штиль, безветрие;0;;;40%.; ;;;;;;;;;;;;;;;;;
30.12.2018 8:00;;706.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;Осадков нет;12;;;;
30.12.2018 14:00;;704.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
31.12.2018 2:00;;704.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
31.12.2018 8:00;;704.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;Осадков нет;12;;;;
31.12.2018 14:00;;703.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
31.12.2018 20:00;-29.7;703.0;785.5;;74;Штиль, безветрие;0;;;Облаков нет.; ;;;;-22.0;;;;;;;-32.8;Осадков нет;12;;;;
01.01.2019 2:00;;704.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
01.01.2019 8:00;;704.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;Осадков нет;12;;;;
01.01.2019 14:00;;702.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
01.01.2019 20:00;-30.2;701.2;783.6;;75;Штиль, безветрие;0;;;50%.; ;;;;-23.9;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-33.2;Осадков нет;12;;;;
02.01.2019 2:00;-30.5;702.0;;;79;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;;;;;;;;
02.01.2019 8:00;-31.4;703.0;;;75;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;-31.8;;;;;;;;;0.8;12;;;;
02.01.2019 14:00;-24.9;702.0;;;75;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
03.01.2019 2:00;-25.6;703.0;;;79;Штиль, безветрие;0;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
03.01.2019 8:00;-30.0;704.0;;;75;Штиль, безветрие;0;;;70 – 80%.; ;;;-30.4;;;;;;;;;0.2;12;;;;
03.01.2019 14:00;-24.4;704.0;;;75;Штиль, безветрие;0;;;100%.; ;;;-31.8;;;;;;;50.0;;;;;;;
03.01.2019 20:00;-26.6;706.0;;;75;Штиль, безветрие;0;;;100%.; ;;;;-21.3;;;;;;;;Осадков нет;12;;;;
04.01.2019 2:00;-32.5;706.0;;;74;Штиль, безветрие;0;;;60%.; ;;;;;;;;;;;;;;;;;
04.01.2019 8:00;;703.0;;;;Штиль, безветрие;0;;;20–30%.; ;;;-36.6;;;;;;;;;Осадков нет;12;;;;
04.01.2019 14:00;-26.3;703.0;;;75;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
04.01.2019 20:00;-30.8;700.3;782.8;;79;Штиль, безветрие;0;;;Облаков нет.; ;;;;-22.9;;;;;;;-33.2;Осадков нет;12;;;;
05.01.2019 2:00;;699.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
05.01.2019 8:00;;706.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;Осадков нет;12;;;;
05.01.2019 14:00;;698.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
05.01.2019 20:00;-30.4;699.0;;;43;Штиль, безветрие;0;;;Облаков нет.; ;;;;-27.5;;;;;;;;Осадков нет;12;;;;
06.01.2019 2:00;;701.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
06.01.2019 8:00;;702.0;;;;Штиль, безветрие;0;;;100%.; ;;;-36.8;;;;;;;;;Осадков нет;12;;;;
06.01.2019 14:00;-23.3;702.0;;;70;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
06.01.2019 20:00;-22.8;706.0;;;80;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;0.4;12;;;;
07.01.2019 2:00;-31.5;706.0;;;75;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
07.01.2019 8:00;;703.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;-34.1;;;;;;;;;Осадков нет;12;;;;
07.01.2019 14:00;-23.4;699.0;;;70;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
07.01.2019 20:00;-24.1;695.0;;;79;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;Осадков нет;12;;;;
08.01.2019 2:00;;691.0;;;;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
08.01.2019 8:00;;688.0;;;;Штиль, безветрие;0;;;100%.; ;;;-28.4;;;;;;;;;Осадков нет;12;;;;
08.01.2019 14:00;-5.2;687.0;;;51;Ветер, дующий с юга;2;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
08.01.2019 20:00;-10.1;687.0;;;70;Штиль, безветрие;0;;;100%.; ;;;;-1.4;;;;;;;;Осадков нет;12;;;;
09.01.2019 2:00;-13.6;687.0;;;75;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
09.01.2019 8:00;-25.5;690.0;;;79;Штиль, безветрие;0;;;Облаков нет.; ;;;-25.6;;;;;;;;;Осадков нет;12;;;;
09.01.2019 14:00;-13.0;690.0;;;70;Штиль, безветрие;0;;;70 – 80%.; ;;;-26.1;;;;;;;50.0;;;;;;;
09.01.2019 20:00;;689.0;;;;Штиль, безветрие;0;;;70 – 80%.; ;;;;-12.3;;;;;;;;Осадков нет;12;;;;
10.01.2019 2:00;;688.0;;;;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
10.01.2019 8:00;-19.6;688.0;;;85;Штиль, безветрие;0;;;100%.; ;;;-22.9;;;;;;;;;Осадков нет;12;;;;
10.01.2019 14:00;-4.4;688.0;;;51;Штиль, безветрие;0;;;100%.; ;;;-22.6;;;;;;;50.0;;;;;;;
10.01.2019 20:00;-6.6;688.9;762.3;;52;Штиль, безветрие;0;;;70 – 80%.; ;;;;-0.6;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-14.9;Осадков нет;12;;;;
11.01.2019 2:00;-15.0;;;;75;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
11.01.2019 8:00;-13.4;691.0;;;85;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-16.0;;;;;;;;;0.9;12;;;;
11.01.2019 14:00;-14.8;695.0;;;75;Ветер, дующий с запада;2;;;100%.;Состояние неба в общем не изменилось. ;;;-14.9;;;;;;;50.0;;;;;;;
11.01.2019 20:00;-24.8;698.0;;;80;Штиль, безветрие;0;;;Облаков нет.; ;;;;-6.6;;;;;;;;1.0;12;;;;
12.01.2019 2:00;-33.2;698.0;;;79;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
12.01.2019 8:00;;696.0;;;;Штиль, безветрие;0;;;40%.; ;;;-36.5;;;;;;;;;Осадков нет;12;;;;
12.01.2019 14:00;;694.0;;;;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
12.01.2019 20:00;-21.6;693.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;-21.2;;;;;;;;Осадков нет;12;;;;
13.01.2019 2:00;-18.9;697.0;;;80;Ветер, дующий с запада;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;;;;;;;;
13.01.2019 8:00;-20.8;702.0;;;80;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;-21.7;;;;;;;;;2.0;12;;;;
13.01.2019 14:00;-19.2;704.0;;;70;Штиль, безветрие;0;;;20–30%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
13.01.2019 20:00;-28.8;706.0;788.5;;77;Штиль, безветрие;0;;;Облаков нет.; ;;;;-18.0;;;;;;;-31.5;Следы осадков;12;;;;
14.01.2019 2:00;-34.3;708.0;;;91;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
14.01.2019 8:00;;709.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;-38.5;;;;;;;;;Осадков нет;12;;;;
14.01.2019 14:00;;706.0;;;;Штиль, безветрие;0;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
14.01.2019 20:00;-24.3;704.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;-22.4;;;;;;;;Осадков нет;12;;;;
15.01.2019 2:00;-27.9;703.0;;;80;Штиль, безветрие;0;;;20–30%.; ;;;;;;;;;;;;;;;;;
15.01.2019 8:00;;701.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;-30.1;;;;;;;;;Осадков нет;12;;;;
15.01.2019 14:00;-16.6;697.0;;;70;Штиль, безветрие;0;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
15.01.2019 20:00;-24.3;694.0;;;75;Штиль, безветрие;0;;;Облаков нет.; ;;;;-12.9;;;;;;;;Осадков нет;12;;;;
16.01.2019 2:00;;692.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
16.01.2019 8:00;;693.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;-34.7;;;;;;;;;Осадков нет;12;;;;
16.01.2019 14:00;-19.7;694.0;;;70;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
16.01.2019 20:00;-18.8;692.0;;;75;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;Осадков нет;12;;;;
17.01.2019 2:00;;695.0;;;;Штиль, безветрие;0;;;20–30%.; ;;;;;;;;;;;;;;;;;
17.01.2019 8:00;;695.0;;;;Штиль, безветрие;0;;;40%.; ;;;-29.2;;;;;;;;;Осадков нет;12;;;;
17.01.2019 14:00;-14.5;697.0;;;75;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
17.01.2019 20:00;-19.6;699.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;-11.9;;;;;;;;Осадков нет;12;;;;
18.01.2019 2:00;-24.2;700.0;;;80;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;;;;;;;;
18.01.2019 8:00;-19.8;702.0;;;85;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;-24.5;;;;;;;;;0.6;12;;;;
18.01.2019 14:00;-11.1;703.0;;;75;Штиль, безветрие;0;;;50%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
18.01.2019 20:00;-18.3;703.0;;;85;Штиль, безветрие;0;;;Облаков нет.; ;;;;-8.6;;;;;;;;0.4;12;;;;
19.01.2019 2:00;-24.5;703.0;;;84;Штиль, безветрие;0;;;70 – 80%.; ;;;;;;;;;;;;;;;;;
19.01.2019 8:00;;701.0;;;;Штиль, безветрие;0;;;70 – 80%.; ;;;-28.9;;;;;;;;;Осадков нет;12;;;;
19.01.2019 14:00;;699.0;;;;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
