"Местное время в Бохане";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.10.2020 05:00";"-8.9";"727.2";"770.0";"";"87";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-10.7";"";"";"";"";"";"";
"11.10.2020 02:00";"-6.9";"728.0";"770.6";"";"83";"Ветер, дующий с юго-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-9.3";"";"";"";"";"";"";
"10.10.2020 23:00";"-3.6";"728.8";"770.8";"";"76";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-7.3";"";"";"";"";"";"";
"10.10.2020 20:00";"-1.9";"728.8";"770.6";"";"61";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"2.4";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"";"-8.6";"Осадков нет";"12";"";"";"";"";
"10.10.2020 17:00";"1.4";"729.1";"770.5";"";"36";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-12.2";"";"";"";"";"";"";
"10.10.2020 14:00";"1.1";"730.0";"771.4";"";"42";"Ветер, дующий с западо-юго-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-10.6";"";"";"";"";"";"";
"10.10.2020 11:00";"-1.6";"731.5";"773.4";"";"63";"Ветер, дующий с севера";"2";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-7.9";"";"";"";"";"";"";
"10.10.2020 08:00";"-10.7";"731.5";"775.0";"";"92";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"-10.7";"";"";"";"";"";"";"50.0";"-11.8";"3.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"2.0";
"10.10.2020 05:00";"-5.3";"731.1";"773.6";"";"73";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-9.5";"";"";"";"";"";"";
"10.10.2020 02:00";"-2.7";"730.5";"772.5";"";"73";"Ветер, дующий с северо-северо-запада";"3";"";"11";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"40%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"";"-7.0";"";"";"";"";"";"";
"09.10.2020 23:00";"";"714.8";"752.8";"";"65";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"09.10.2020 20:00";"-1.7";"726.7";"768.4";"";"88";"Ветер, дующий с северо-запада";"4";"";"11";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"4.3";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"4.0";"-3.4";"0.4";"12";"";"";"";"";
"09.10.2020 17:00";"3.1";"724.4";"765.1";"";"74";"Ветер, дующий с северо-запада";"4";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"50.0";"-1.2";"";"";"";"";"";"";
"09.10.2020 14:00";"2.9";"723.5";"764.2";"";"77";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"50.0";"-0.8";"";"";"";"";"";"";
"09.10.2020 11:00";"0.4";"723.7";"764.8";"";"87";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"50.0";"-1.5";"";"";"";"";"";"";
"09.10.2020 08:00";"-3.2";"724.3";"766.0";"";"96";"Ветер, дующий с востока";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Туман или ледяной туман или сильная мгла.";"Туман или ледяной туман или сильная мгла.";"-3.7";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-3.7";"Осадков нет";"12";"";"";"";"";
"09.10.2020 05:00";"-3.0";"725.2";"766.9";"";"96";"Ветер, дующий с востока";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Туман или ледяной туман или сильная мгла.";"";"";"";"";"";"";"";"0.5";"-3.5";"";"";"";"";"";"";
"09.10.2020 02:00";"-1.9";"725.7";"767.2";"";"97";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"4.0";"-2.3";"";"";"";"";"";"";
"08.10.2020 23:00";"-2.7";"726.4";"768.2";"";"95";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-3.4";"";"";"";"";"";"";
"08.10.2020 20:00";"1.0";"726.2";"767.4";"";"90";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"5.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"";"-0.4";"0.3";"12";"";"";"";"";
"08.10.2020 17:00";"4.2";"725.8";"766.4";"";"82";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"10.0";"1.3";"";"";"";"";"";"";
"08.10.2020 14:00";"5.2";"725.6";"766.1";"";"63";"Ветер, дующий с запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Туман или ледяной туман или сильная мгла.";"Туман или ледяной туман или сильная мгла.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"50.0";"-1.4";"";"";"";"";"";"";
"08.10.2020 11:00";"1.3";"726.2";"767.3";"";"81";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Туман или ледяной туман или сильная мгла.";"Туман или ледяной туман или сильная мгла.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"50.0";"-1.7";"";"";"";"";"";"";
"08.10.2020 08:00";"-3.6";"725.8";"767.7";"";"97";"Штиль, безветрие";"0";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Туман или ледяной туман или сильная мгла.";"-4.7";"";"";"";"";"";"";"0.5";"-4.0";"Осадков нет";"12";"";"";"";"";
"08.10.2020 05:00";"-3.3";"725.1";"766.9";"";"96";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"";"-3.9";"";"";"";"";"";"";
"08.10.2020 02:00";"-3.2";"725.5";"767.4";"";"94";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"";"-4.0";"";"";"";"";"";"";
"07.10.2020 23:00";"-4.0";"726.4";"768.4";"";"91";"Ветер, дующий с юго-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-5.3";"";"";"";"";"";"";
"07.10.2020 20:00";"-0.9";"726.4";"767.8";"";"82";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"6.5";"";"";"";"";"";"";"-3.7";"Следы осадков";"12";"";"";"";"";
"07.10.2020 17:00";"5.8";"726.0";"766.5";"";"47";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-4.8";"";"";"";"";"";"";
"07.10.2020 14:00";"4.4";"727.1";"767.8";"";"50";"Ветер, дующий с севера";"1";"";"";"40%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-5.2";"";"";"";"";"";"";
"07.10.2020 11:00";"-0.2";"728.5";"770.0";"";"74";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"10.0";"-4.3";"";"";"";"";"";"";
"07.10.2020 08:00";"1.1";"727.3";"768.7";"";"55";"Ветер, дующий с северо-запада";"3";"";"12";"100%.";" ";"";"";"-1.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"50.0";"-7.0";"Осадков нет";"12";"";"";"";"";
"07.10.2020 05:00";"4.3";"724.6";"765.1";"";"60";"Ветер, дующий с северо-северо-запада";"5";"";"11";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"";"-2.9";"";"";"";"";"";"";
"07.10.2020 02:00";"1.6";"721.6";"762.4";"";"70";"Ветер, дующий с юга";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-3.4";"";"";"";"";"";"";
"06.10.2020 23:00";"1.8";"720.4";"761.1";"";"71";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"";"-2.9";"";"";"";"";"";"";
"06.10.2020 20:00";"3.3";"720.2";"760.7";"";"65";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"13.5";"";"";"";"";"";"";"-2.8";"Осадков нет";"12";"";"";"";"";
"06.10.2020 17:00";"12.8";"720.6";"759.7";"";"33";"Ветер, дующий с юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-3.1";"";"";"";"";"";"";
"06.10.2020 14:00";"12.1";"722.2";"761.6";"";"34";"Ветер, дующий с юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-3.5";"";"";"";"";"";"";
"06.10.2020 11:00";"7.3";"724.3";"764.4";"";"56";"Ветер, дующий с юго-востока";"3";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-1.1";"";"";"";"";"";"";
"06.10.2020 08:00";"-4.9";"725.0";"767.0";"";"87";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-5.4";"";"";"";"";"";"";"50.0";"-6.8";"Осадков нет";"12";"";"";"";"";
"06.10.2020 05:00";"-4.5";"725.2";"767.2";"";"86";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-6.5";"";"";"";"";"";"";
"06.10.2020 02:00";"-2.8";"725.4";"767.2";"";"80";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-5.8";"";"";"";"";"";"";
"05.10.2020 23:00";"-0.9";"725.3";"766.7";"";"75";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-4.9";"";"";"";"";"";"";
"05.10.2020 20:00";"3.7";"724.8";"765.4";"";"58";"Ветер, дующий с юго-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"14.7";"";"";"";"";"";"";"-3.9";"Осадков нет";"12";"";"";"";"";
"05.10.2020 17:00";"14.0";"724.4";"763.6";"";"25";"Ветер, дующий с юга";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-5.9";"";"";"";"";"";"";
"05.10.2020 14:00";"13.6";"725.5";"764.8";"";"26";"Ветер, дующий с юго-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-5.5";"";"";"";"";"";"";
"05.10.2020 11:00";"6.7";"726.9";"767.3";"";"43";"Ветер, дующий с востока";"2";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-5.0";"";"";"";"";"";"";
"05.10.2020 08:00";"-2.4";"727.5";"769.3";"";"73";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"-3.9";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-6.6";"Осадков нет";"12";"";"";"";"";
"05.10.2020 05:00";"-3.5";"727.6";"769.6";"";"79";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-6.7";"";"";"";"";"";"";
"05.10.2020 02:00";"-1.0";"728.2";"769.8";"";"72";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-5.4";"";"";"";"";"";"";
"04.10.2020 23:00";"-0.1";"728.5";"770.0";"";"70";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"";"-5.0";"";"";"";"";"";"";
"04.10.2020 20:00";"3.7";"728.5";"769.3";"";"52";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"9.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"";"-5.3";"Осадков нет";"12";"";"";"";"";
"04.10.2020 17:00";"9.2";"728.6";"768.7";"";"29";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"50.0";"-8.1";"";"";"";"";"";"";
"04.10.2020 14:00";"8.5";"729.4";"769.6";"";"34";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-6.5";"";"";"";"";"";"";
"04.10.2020 11:00";"0.6";"730.6";"772.1";"";"59";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"50.0";"-6.6";"";"";"";"";"";"";
"04.10.2020 08:00";"-4.3";"730.6";"772.9";"";"79";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"-7.9";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"50.0";"-7.5";"Осадков нет";"12";"";"";"";"";
"04.10.2020 05:00";"-7.4";"730.8";"773.6";"";"84";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-9.6";"";"";"";"";"";"";
"04.10.2020 02:00";"-7.3";"731.2";"774.1";"";"86";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-9.3";"";"";"";"";"";"";
"03.10.2020 23:00";"-5.4";"731.5";"774.1";"";"80";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-8.3";"";"";"";"";"";"";
"03.10.2020 20:00";"-1.5";"731.4";"773.3";"";"63";"Ветер, дующий с юго-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"6.6";"";"";"";"";"";"";"-7.7";"Осадков нет";"12";"";"";"";"";
"03.10.2020 17:00";"6.1";"731.4";"772.1";"";"32";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-9.6";"";"";"";"";"";"";
"03.10.2020 14:00";"4.6";"732.4";"773.3";"";"36";"Ветер, дующий с юго-запада";"2";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-9.3";"";"";"";"";"";"";
"03.10.2020 11:00";"2.7";"733.5";"774.8";"";"59";"Ветер, дующий с западо-юго-запада";"2";"";"";"20–30%.";" ";"";"";"-2.3";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-4.5";"";"";"";"";"";"";
"03.10.2020 08:00";"-2.1";"733.4";"775.5";"";"75";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"-2.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"50.0";"-6.0";"Осадков нет";"12";"";"";"";"";
"03.10.2020 05:00";"-1.1";"733.0";"775.0";"";"71";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"";"-5.8";"";"";"";"";"";"";
"03.10.2020 02:00";"-0.3";"732.9";"774.7";"";"72";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"";"-4.8";"";"";"";"";"";"";
"02.10.2020 23:00";"-0.3";"732.8";"774.6";"";"79";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"";"-3.6";"";"";"";"";"";"";
"02.10.2020 20:00";"-1.1";"731.8";"773.7";"";"75";"Ветер, дующий с юго-юго-востока";"1";"";"";"20–30%.";" ";"";"";"";"5.1";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-5.0";"Осадков нет";"12";"";"";"";"";
"02.10.2020 17:00";"3.8";"730.6";"771.6";"";"53";"Ветер, дующий с северо-северо-запада";"3";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-4.9";"";"";"";"";"";"";
"02.10.2020 14:00";"4.1";"730.3";"771.3";"";"46";"Ветер, дующий с севера";"4";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-6.7";"";"";"";"";"";"";
"02.10.2020 11:00";"1.3";"730.6";"772.0";"";"59";"Ветер, дующий с северо-востока";"1";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-5.9";"";"";"";"";"";"";
"02.10.2020 08:00";"-5.6";"730.0";"772.5";"";"85";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"-6.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-7.8";"Осадков нет";"12";"";"";"";"";
"02.10.2020 05:00";"-5.8";"729.0";"771.4";"";"86";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-7.8";"";"";"";"";"";"";
"02.10.2020 02:00";"-5.7";"728.6";"771.0";"";"85";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-7.8";"";"";"";"";"";"";
