Местное время в Орлинге;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
30.06.2019 8:00;15.июл;729.9;759.5;;77;Ветер, дующий с юго-востока;1;;;20–30%.; ;;;08.сен;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;11.июн;Осадков нет;12;Cухая (без трещин, заметного количества пыли или сыпучего песка);9.0;;
30.06.2019 14:00;31.май;728.2;756.1;;26;Ветер, дующий с юго-запада;1;;;40%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";40%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;10.0;;;;;;
30.06.2019 20:00;26.янв;727.1;755.5;;49;Ветер, дующий с запада;1;;;40%.; ;;;;32.3;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;14.апр;Осадков нет;12;;;;
01.07.2019 2:00;12.июн;729.0;758.8;;87;Ветер, дующий с юго-востока;1;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;10.май;;;;;;
01.07.2019 8:00;16.май;730.2;759.7;;73;Ветер, дующий с юго-востока;1;;;20–30%.; ;;;9.0;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;11.июл;Осадков нет;12;Cухая (без трещин, заметного количества пыли или сыпучего песка);8.0;;
01.07.2019 14:00;32.5;727.7;755.5;;30;Ветер, дующий с юго-юго-запада;1;;;20–30%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;12.сен;;;;;;
01.07.2019 20:00;28.апр;726.9;755.1;;41;Ветер, дующий с северо-запада;1;;;100%.; ;;;;34.8;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";40%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;13.сен;Осадков нет;12;;;;
02.07.2019 2:00;13.июл;728.3;758.1;;86;Ветер, дующий с востока;1;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;11.мар;;;;;;
02.07.2019 8:00;17.мар;728.3;757.6;;74;Ветер, дующий с юго-юго-запада;1;;;40%.; ;;;10.июн;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;12.июн;Осадков нет;12;Cухая (без трещин, заметного количества пыли или сыпучего песка);11.0;;
02.07.2019 14:00;32.6;725.2;752.9;;30;Ветер, дующий с северо-северо-востока;1;;;70 – 80%.; ;;;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;13.0;;;;;;
02.07.2019 20:00;26.июн;724.4;752.6;;68;Ветер, дующий с юго-юго-востока;1;;;100%.; ;;;;33.4;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;20–30%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;20.фев;Осадков нет;12;;;;
03.07.2019 2:00;15.июл;725.8;755.2;;96;Ветер, дующий с юго-юго-востока;1;;;60%.;Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;15.0;;;;;;
03.07.2019 8:00;17.мар;726.0;755.2;;79;Ветер, дующий с юго-запада;1;;;40%.; ;;;11.янв;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;13.июн;Осадков нет;12;Cухая (без трещин, заметного количества пыли или сыпучего песка);11.0;;
03.07.2019 14:00;21.сен;724.6;753.3;;84;Ветер, дующий с северо-северо-запада;2;;;100%.;Гроза, но без осадков, в срок наблюдения. ;Гроза (грозы) с осадками или без них.;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;19.янв;;;;;;
03.07.2019 20:00;25.май;726.0;754.4;;34;Ветер, дующий с северо-северо-востока;3;;10;100%.;Состояние неба в общем не изменилось. ;Гроза (грозы) с осадками или без них.;Облака покрывали более половины неба в течение всего соответствующего периода.;;28.апр;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;20.0;08.май;0.5;12;;;;
04.07.2019 2:00;10.сен;728.2;758.2;;80;Ветер, дующий с севера;1;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;07.июн;;;;;;
04.07.2019 8:00;16.сен;729.8;759.3;;52;Ветер, дующий с северо-северо-запада;1;;;60%.; ;;;7.0;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;20.0;06.авг;Осадков нет;12;Cухая (без трещин, заметного количества пыли или сыпучего песка);5.0;;
04.07.2019 14:00;23.июл;729.6;758.3;;24;Ветер, дующий с севера;5;;10;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;2.0;;;;;;
04.07.2019 20:00;23.мар;729.3;758.1;;30;Ветер, дующий с северо-северо-востока;4;;10;60%.; ;;;;25.мар;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;04.июн;Осадков нет;12;;;;
05.07.2019 2:00;06.авг;730.5;761.1;;83;Ветер, дующий с юго-востока;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;4.0;;;;;;
05.07.2019 8:00;11.май;730.7;760.7;;69;Ветер, дующий с юго-востока;1;;;Облаков нет.; ;;;4.0;;;;;;;20.0;6.0;Осадков нет;12;Cухая (без трещин, заметного количества пыли или сыпучего песка);3.0;;
05.07.2019 14:00;27.июл;726.7;755.1;;16;Ветер, дующий с юго-юго-востока;2;;;Облаков нет.; ;;;;;;;;;;20.0;-0.1;;;;;;
05.07.2019 20:00;23.0;724.6;753.3;;37;Ветер, дующий с юга;1;;;100%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;29.мар;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перисто-слоистые, покрывающие все небо.;10.0;07.мар;Осадков нет;12;;;;
06.07.2019 2:00;10.фев;725.8;755.8;;94;Ветер, дующий с юго-востока;1;;;100%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перисто-слоистые, покрывающие все небо.;;09.фев;;;;;;
06.07.2019 8:00;12.июл;725.7;755.4;;72;Ветер, дующий с востока;2;;;100%.; ;;;06.июн;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;20.0;07.авг;Осадков нет;12;Cухая (без трещин, заметного количества пыли или сыпучего песка);5.0;;
06.07.2019 14:00;29.янв;722.9;750.8;;31;Ветер, дующий с юго-юго-востока;2;;;100%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перисто-слоистые, покрывающие все небо.;10.0;10.май;;;;;;
06.07.2019 20:00;22.авг;723.5;752.0;;66;Ветер, дующий с северо-северо-запада;1;;;100%.; ;;;;29.янв;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;16.янв;Осадков нет;12;;;;
07.07.2019 2:00;16.авг;725.2;754.4;;91;Ветер, дующий с востоко-северо-востока;1;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;40%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;15.мар;;;;;;
07.07.2019 8:00;17.сен;726.6;755.7;;93;Ветер, дующий с юго-востока;1;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;16.фев;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;10.0;16.июл;2.0;12;Поверхность почвы влажная.;16.0;;
07.07.2019 14:00;23.сен;725.7;754.2;;49;Ветер, дующий с юго-востока;2;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;12.июн;;;;;;
07.07.2019 20:00;22.сен;725.5;754.2;;70;Ветер, дующий с северо-северо-запада;2;;;100%.;Состояние неба в общем не изменилось. ;Гроза (грозы) с осадками или без них.;Ливень (ливни).;;25.янв;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;40%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;17.янв;0.4;12;;;;
08.07.2019 2:00;12.мар;726.8;756.6;;95;Ветер, дующий с юго-юго-запада;1;;;20–30%.;Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;11.май;;;;;;
08.07.2019 8:00;12.июл;727.9;757.7;;96;Ветер, дующий с юго-юго-востока;1;;;100%.;Туман или ледяной туман. ;Туман или ледяной туман или сильная мгла.;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;08.мар;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;300-600;;;1.0;12.0;Осадков нет;12;Cухая (без трещин, заметного количества пыли или сыпучего песка);7.0;;
08.07.2019 14:00;27.июл;725.5;753.7;;37;Ветер, дующий с юго-юго-востока;2;;;60%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";40%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;11.июн;;;;;;
08.07.2019 20:00;24.0;724.9;753.4;;61;Ветер, дующий с юго-юго-запада;2;;;70 – 80%.; ;;;;28.июн;Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.;20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;16.0;Осадков нет;12;;;;
09.07.2019 2:00;13.июл;727.1;756.8;;88;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;50%.;1000-1500;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;11.авг;;;;;;
09.07.2019 8:00;17.мар;727.7;757.0;;82;Штиль, безветрие;0;;;60%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;13.апр;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;14.фев;0.7;12;Cухая (без трещин, заметного количества пыли или сыпучего песка);15.0;;
09.07.2019 14:00;26.июл;725.7;753.9;;51;Ветер, дующий с востока;1;;;70 – 80%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;15.июн;;;;;;
09.07.2019 20:00;24.сен;724.5;752.8;;61;Ветер, дующий с западо-юго-запада;1;;;40%.;Состояние неба в общем не изменилось. ;Гроза (грозы) с осадками или без них.;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;28.апр;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;16.авг;Осадков нет;12;;;;
10.07.2019 2:00;18.апр;725.9;754.9;;85;Ветер, дующий с юго-востока;1;;;100%.;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;Гроза (грозы) с осадками или без них.;Ливень (ливни).;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;15.сен;;;;;;
10.07.2019 8:00;18.мар;726.9;756.0;;95;Ветер, дующий с востоко-юго-востока;1;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Гроза (грозы) с осадками или без них.;Ливень (ливни).;17.май;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;300-600;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;17.май;8.0;12;Поверхность почвы влажная.;17.0;;
10.07.2019 14:00;28.янв;725.3;753.4;;48;Ветер, дующий с западо-северо-запада;1;;;70 – 80%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;16.фев;;;;;;
10.07.2019 20:00;26.июн;724.6;752.8;;62;Ветер, дующий с востоко-северо-востока;1;;;60%.; ;;;;30.июл;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;18.июл;Осадков нет;12;;;;
11.07.2019 2:00;16.0;726.4;755.8;;89;Ветер, дующий с западо-северо-запада;1;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;14.фев;;;;;;
11.07.2019 8:00;18.сен;727.6;756.7;;80;Штиль, безветрие;0;;;20–30%.; ;;;13.май;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;15.мар;Осадков нет;12;Cухая (без трещин, заметного количества пыли или сыпучего песка);12.0;;
11.07.2019 14:00;32.0;726.3;754.0;;33;Ветер, дующий с юго-юго-востока;1;;;20–30%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;14.0;;;;;;
11.07.2019 20:00;29.май;726.2;754.2;;45;Ветер, дующий с северо-северо-запада;1;;;70 – 80%.; ;;;;32.6;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;16.апр;Осадков нет;12;;;;
12.07.2019 2:00;19.янв;729.5;758.6;;91;Ветер, дующий с юго-юго-востока;1;;11;100%.;Мгла. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перисто-слоистые, покрывающие все небо.;;17.май;;;;;;
12.07.2019 8:00;18.фев;731.5;760.9;;83;Ветер, дующий с северо-северо-востока;1;;;90  или более, но не 100%;Мгла. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;17.0;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;4.0;15.мар;2.0;12;Поверхность почвы влажная.;17.0;;
12.07.2019 14:00;21.сен;731.4;760.3;;71;Ветер, дующий с северо-северо-востока;2;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перисто-слоистые, покрывающие все небо.;4.0;16.мар;;;;;;
12.07.2019 20:00;20.янв;731.7;760.9;;69;Ветер, дующий с северо-запада;1;;;100%.;Мгла. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;23.0;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перисто-слоистые, покрывающие все небо.;4.0;14.мар;0.6;12;;;;
13.07.2019 2:00;12.янв;732.4;762.4;;97;Штиль, безветрие;0;;;Небо не видно из-за тумана и/или других метеорологических явлений.;Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ;Туман или ледяной туман или сильная мгла.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;;;;;;;11.июл;;;;;;
13.07.2019 8:00;13.0;733.3;763.3;;92;Ветер, дующий с северо-северо-запада;1;;;100%.;Туман или ледяной туман. ;Туман или ледяной туман или сильная мгла.;Облака покрывали более половины неба в течение всего соответствующего периода.;11.0;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;300-600;;;1.0;11.июл;Осадков нет;12;Cухая (без трещин, заметного количества пыли или сыпучего песка);10.0;;
13.07.2019 14:00;23.июн;731.1;759.9;;46;Ветер, дующий с северо-запада;2;;;100%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;10.0;11.мар;;;;;;
13.07.2019 20:00;22.май;729.5;758.3;;55;Штиль, безветрие;0;;;100%.; ;;;;26.0;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;20.0;13.0;Осадков нет;12;;;;
14.07.2019 2:00;10.июл;730.2;760.3;;90;Штиль, безветрие;0;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;09.янв;;;;;;
14.07.2019 8:00;12.май;729.5;759.4;;88;Штиль, безветрие;0;;;100%.; ;;;07.авг;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;20.0;10.июн;Осадков нет;12;Cухая (без трещин, заметного количества пыли или сыпучего песка);7.0;;
14.07.2019 14:00;28.июн;725.3;753.4;;38;Ветер, дующий с запада;1;;;100%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";40%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;20.0;12.сен;;;;;;
