"Местное время в Хадаме";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.10.2018 08:00";"-0.3";"699.6";"763.5";"";"100";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"-0.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-0.3";"Осадков нет";"12";"";"";"";"";
"01.10.2018 20:00";"12.4";"699.7";"760.6";"";"44";"Ветер, дующий с юга";"2";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"0.4";"Осадков нет";"12";"";"";"";"";
"01.10.2018 08:00";"-1.3";"706.9";"771.7";"";"96";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-1.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-1.8";"Осадков нет";"12";"";"";"";"";
"30.09.2018 20:00";"9.1";"705.8";"768.1";"";"53";"Ветер, дующий с юго-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"Осадков нет";"12";"";"";"";"";
"30.09.2018 08:00";"-3.2";"710.3";"775.9";"";"95";"Ветер, дующий с юго-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"-3.5";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-3.9";"Осадков нет";"12";"";"";"";"";
"29.09.2018 20:00";"5.3";"704.7";"767.7";"";"53";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-3.6";"Осадков нет";"12";"";"";"";"";
"29.09.2018 08:00";"-2.7";"707.2";"772.3";"";"97";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"-3.2";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"-3.1";"Осадков нет";"12";"";"";"";"";
"28.09.2018 20:00";"3.9";"705.6";"769.0";"";"69";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"Осадков нет";"12";"";"";"";"";
"28.09.2018 08:00";"0.9";"706.1";"770.2";"";"90";"Ветер, дующий с северо-северо-востока";"1";"";"";"70 – 80%.";" ";"";"";"0.9";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-0.5";"Осадков нет";"12";"";"";"";"";
"27.09.2018 20:00";"5.5";"702.2";"764.9";"";"61";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"13.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-1.5";"Осадков нет";"12";"";"";"";"";
"27.09.2018 08:00";"1.9";"702.1";"765.7";"";"97";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"1.9";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"4.0";"1.4";"Осадков нет";"12";"";"";"";"";
"26.09.2018 20:00";"4.7";"701.7";"764.5";"";"89";"Ветер, дующий с юга";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"";"3.0";"5.0";"12";"";"";"";"";
"26.09.2018 08:00";"3.7";"700.9";"763.8";"";"100";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"3.4";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"4.0";"3.7";"2.0";"12";"";"";"";"";
"25.09.2018 20:00";"8.9";"700.5";"762.1";"";"97";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"14.2";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"";"8.5";"2.0";"12";"";"";"";"";
"25.09.2018 08:00";"-0.6";"699.1";"763.0";"";"96";"Ветер, дующий с юга";"1";"";"";"70 – 80%.";" ";"";"";"-1.0";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-1.2";"Осадков нет";"12";"";"";"";"";
"24.09.2018 20:00";"10.0";"698.5";"759.8";"";"55";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"1.4";"Осадков нет";"12";"";"";"";"";
"24.09.2018 08:00";"-0.4";"701.7";"765.7";"";"96";"Ветер, дующий с юго-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"-0.4";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-1.0";"Осадков нет";"12";"";"";"";"";
"23.09.2018 20:00";"11.7";"700.2";"761.3";"";"60";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"50.0";"4.2";"Осадков нет";"12";"";"";"";"";
"23.09.2018 08:00";"-2.9";"703.6";"768.4";"";"95";"Ветер, дующий с юго-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"-3.5";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-3.6";"Осадков нет";"12";"";"";"";"";
"22.09.2018 20:00";"8.6";"702.7";"764.7";"";"62";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"1.6";"Осадков нет";"12";"";"";"";"";
"22.09.2018 08:00";"-4.1";"707.3";"772.9";"";"94";"Ветер, дующий с востоко-юго-востока";"1";"";"";"60%.";" ";"";"";"-4.5";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-5.0";"Осадков нет";"12";"";"";"";"";
"21.09.2018 20:00";"6.1";"706.0";"769.0";"";"63";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-0.4";"Осадков нет";"12";"";"";"";"";
"21.09.2018 08:00";"-3.1";"707.2";"772.4";"";"96";"Ветер, дующий с востока";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Туман или ледяной туман или сильная мгла.";"-3.1";"";"";"";"";"";"";"0.5";"-3.7";"Осадков нет";"12";"";"";"";"";
"20.09.2018 20:00";"2.3";"708.0";"772.0";"";"84";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-0.1";"Осадков нет";"12";"";"";"";"";
"20.09.2018 08:00";"1.5";"708.7";"772.9";"";"100";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"0.7";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"4.0";"1.5";"4.0";"12";"Поверхность почвы влажная.";"1.0";"";"";
"19.09.2018 20:00";"3.6";"707.0";"770.5";"";"95";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"6.6";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"4.0";"2.9";"0.8";"12";"";"";"";"";
"19.09.2018 08:00";"0.9";"707.4";"771.7";"";"98";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"0.6";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"4.0";"0.6";"Следы осадков";"12";"Поверхность почвы влажная.";"2.0";"";"";
"18.09.2018 20:00";"3.9";"704.5";"767.7";"";"95";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"7.8";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"4.0";"3.2";"5.0";"12";"";"";"";"";
"18.09.2018 08:00";"5.1";"702.1";"764.8";"";"97";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"5.1";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"4.0";"4.6";"3.0";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"6.0";"";"";
"17.09.2018 20:00";"7.9";"699.8";"761.6";"";"97";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"12.3";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"4.0";"7.5";"6.0";"12";"";"";"";"";
"17.09.2018 08:00";"0.6";"699.4";"763.1";"";"98";"Ветер, дующий с юго-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"0.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"0.3";"Осадков нет";"12";"Поверхность почвы влажная.";"1.0";"";"";
"16.09.2018 20:00";"9.1";"698.5";"760.0";"";"84";"Штиль, безветрие";"0";"";"";"40%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"14.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"6.5";"Следы осадков";"12";"";"";"";"";
"16.09.2018 08:00";"1.9";"698.9";"762.1";"";"93";"Ветер, дующий с юго-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"1.2";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"0.8";"Осадков нет";"12";"Поверхность почвы влажная.";"1.0";"";"";
"15.09.2018 20:00";"11.0";"698.6";"759.7";"";"42";"Ветер, дующий с юга";"2";"";"";"20–30%.";" ";"";"";"";"14.3";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-1.4";"Осадков нет";"12";"";"";"";"";
"15.09.2018 08:00";"7.7";"699.0";"760.9";"";"53";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"2.9";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"50.0";"-1.5";"Осадков нет";"12";"Поверхность почвы влажная.";"2.0";"";"";
"14.09.2018 20:00";"10.3";"701.7";"763.3";"";"37";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";" ";"";"";"";"13.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-3.7";"Осадков нет";"12";"";"";"";"";
"14.09.2018 08:00";"0.9";"703.6";"767.5";"";"87";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-1.9";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"50.0";"-1.1";"Осадков нет";"12";"Поверхность почвы влажная.";"-1.0";"";"";
"13.09.2018 20:00";"4.2";"704.5";"767.8";"";"40";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"";"9.2";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-8.3";"Осадков нет";"12";"";"";"";"";
"13.09.2018 08:00";"0.3";"705.3";"769.5";"";"98";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"0.0";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"0.0";"Осадков нет";"12";"Поверхность почвы влажная.";"2.0";"";"";
"12.09.2018 20:00";"2.4";"701.8";"765.3";"";"97";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"4.5";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"1.9";"2.0";"12";"";"";"";"";
"12.09.2018 08:00";"3.4";"699.4";"762.2";"";"99";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"3.2";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"4.0";"3.2";"2.0";"12";"Поверхность почвы влажная.";"5.0";"";"";
"11.09.2018 20:00";"12.0";"696.3";"756.9";"";"66";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"17.5";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"50.0";"5.8";"Осадков нет";"12";"";"";"";"";
"11.09.2018 08:00";"3.1";"699.1";"762.1";"";"95";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"3.1";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"4.0";"2.3";"Осадков нет";"12";"Поверхность почвы влажная.";"5.0";"";"";
"10.09.2018 20:00";"8.9";"698.6";"760.1";"";"94";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"9.9";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"7.9";"4.0";"12";"";"";"";"";
"10.09.2018 08:00";"6.9";"697.5";"759.4";"";"93";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"6.9";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"4.0";"5.8";"3.0";"12";"Поверхность почвы влажная.";"8.0";"";"";
"09.09.2018 20:00";"10.8";"694.5";"755.2";"";"92";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"17.7";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"10.0";"9.6";"2.0";"12";"";"";"";"";
"09.09.2018 08:00";"6.5";"694.5";"756.2";"";"93";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"6.2";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"5.4";"Осадков нет";"12";"Поверхность почвы влажная.";"7.0";"";"";
"08.09.2018 20:00";"14.5";"695.5";"755.5";"";"55";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"23.6";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"5.4";"Осадков нет";"12";"";"";"";"";
"08.09.2018 08:00";"2.9";"699.9";"763.0";"";"98";"Ветер, дующий с востока";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"2.0";"";"";"";"";"";"";"0.5";"2.6";"Осадков нет";"12";"Поверхность почвы влажная.";"3.0";"";"";
"07.09.2018 20:00";"12.5";"700.1";"760.9";"";"67";"Ветер, дующий с севера";"1";"";"";"20–30%.";" ";"";"";"";"20.0";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"6.4";"Осадков нет";"12";"";"";"";"";
"07.09.2018 08:00";"0.3";"706.0";"770.2";"";"100";"Ветер, дующий с востока";"2";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"0.3";"";"";"";"";"";"";"0.5";"0.3";"Осадков нет";"12";"Поверхность почвы влажная.";"1.0";"";"";
"06.09.2018 20:00";"11.0";"704.8";"766.6";"";"46";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"19.2";"";"";"";"";"";"50.0";"-0.4";"Осадков нет";"12";"";"";"";"";
"06.09.2018 08:00";"2.7";"709.8";"773.8";"";"93";"Ветер, дующий с востока";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Туман или ледяной туман или сильная мгла.";"2.5";"";"";"";"";"";"";"0.5";"1.7";"Осадков нет";"12";"Поверхность почвы влажная.";"5.0";"";"";
"05.09.2018 20:00";"9.2";"707.8";"770.1";"";"78";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"12.9";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"5.5";"0.3";"12";"";"";"";"";
"05.09.2018 08:00";"6.3";"707.0";"769.9";"";"93";"Ветер, дующий с юга";"1";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"6.0";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"10.0";"5.2";"4.0";"12";"Поверхность почвы влажная.";"6.0";"";"";
"04.09.2018 23:00";"10.1";"702.3";"763.9";"";"46";"Ветер, дующий с северо-северо-запада";"2";"";"";"60%.";" ";"";"";"";"16.8";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-1.1";"Осадков нет";"12";"";"";"";"";
"04.09.2018 20:00";"10.1";"702.3";"763.9";"";"46";"Ветер, дующий с северо-северо-запада";"2";"";"";"60%.";" ";"";"";"";"16.8";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-1.1";"Осадков нет";"12";"";"";"";"";
"04.09.2018 08:00";"3.4";"701.4";"764.5";"";"97";"Ветер, дующий с востока";"1";"";"10";"60%.";" ";"";"";"3.0";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"2.9";"20.0";"12";"Поверхность почвы влажная.";"4.0";"";"";
"03.09.2018 20:00";"17.0";"695.5";"755.0";"";"54";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"22.7";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"7.5";"Осадков нет";"12";"";"";"";"";
"03.09.2018 08:00";"10.9";"698.8";"759.9";"";"92";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"10.8";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"4.0";"9.7";"0.7";"12";"Поверхность почвы влажная.";"12.0";"";"";
"02.09.2018 20:00";"15.4";"697.9";"757.9";"";"81";"Штиль, безветрие";"0";"";"";"100%.";"Гроза (с осадками или без них). ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"21.9";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"12.1";"0.8";"12";"";"";"";"";
"02.09.2018 08:00";"7.9";"700.5";"762.4";"";"90";"Ветер, дующий с юго-юго-востока";"1";"";"";"90  или более, но не 100%";"Туман или ледяной туман. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"7.9";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"6.4";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"9.0";"";"";
