"Местное время в Заярске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.01.2018 20:00";"-21.2";"716.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-19.4";"";"";"";"";"";"";"";"0.9";"12";"";"";"";"";
"16.01.2018 14:00";"-20.7";"718.0";"";"";"85";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"16.01.2018 08:00";"-24.5";"720.0";"";"";"80";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-25.1";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"16.01.2018 02:00";"-25.0";"720.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.01.2018 20:00";"-19.6";"719.0";"";"";"75";"Ветер, дующий с северо-запада";"4";"";"";"100%.";" ";"";"";"";"-13.0";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"15.01.2018 14:00";"-14.9";"718.0";"";"";"70";"Ветер, дующий с запада";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"15.01.2018 08:00";"-13.1";"718.0";"";"";"65";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"-16.2";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"15.01.2018 02:00";"-14.0";"719.0";"";"";"70";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.01.2018 20:00";"-14.2";"720.0";"";"";"70";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"-11.6";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"14.01.2018 14:00";"-12.2";"720.0";"";"";"65";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"14.01.2018 08:00";"-18.1";"721.0";"";"";"85";"Ветер, дующий с юго-запада";"1";"";"";"40%.";" ";"";"";"-18.4";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"14.01.2018 02:00";"-14.6";"722.0";"";"";"90";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.01.2018 20:00";"-14.7";"723.0";"";"";"80";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"-10.6";"";"";"";"";"";"";"";"0.6";"12";"";"";"";"";
"13.01.2018 14:00";"-12.3";"723.0";"";"";"80";"Ветер, дующий с запада";"6";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"13.01.2018 08:00";"-11.6";"722.0";"";"";"80";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"-15.6";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"13.01.2018 02:00";"-15.5";"722.0";"";"";"85";"Ветер, дующий с запада";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.01.2018 20:00";"-7.8";"721.0";"";"";"81";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"-6.2";"";"";"";"";"";"";"";"4.0";"12";"";"";"";"";
"12.01.2018 14:00";"-9.2";"720.0";"";"";"95";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";"";
"12.01.2018 08:00";"-10.9";"719.0";"";"";"95";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-11.0";"";"";"";"";"";"";"";"";"0.6";"12";"";"";"";"";
"12.01.2018 02:00";"-8.3";"";"";"";"95";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.01.2018 20:00";"-8.1";"723.0";"";"";"95";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-7.8";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"11.01.2018 14:00";"-9.3";"724.0";"";"";"95";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"11.01.2018 08:00";"-11.3";"725.0";"";"";"95";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-15.9";"";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"11.01.2018 02:00";"-13.7";"727.0";"";"";"90";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.01.2018 20:00";"-15.9";"730.0";"";"";"90";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-15.5";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"10.01.2018 14:00";"-19.1";"730.0";"";"";"85";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"10.01.2018 08:00";"-26.3";"731.0";"";"";"85";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"10.01.2018 02:00";"-26.3";"732.0";"";"";"85";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.01.2018 20:00";"-26.0";"733.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-22.2";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"09.01.2018 14:00";"-24.4";"733.0";"";"";"85";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"09.01.2018 08:00";"-30.1";"734.0";"";"";"84";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"-30.1";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"09.01.2018 02:00";"-28.1";"733.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.01.2018 20:00";"-21.6";"733.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"-15.0";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"08.01.2018 14:00";"-15.5";"730.0";"";"";"85";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"08.01.2018 08:00";"-15.3";"729.0";"";"";"90";"Ветер, дующий с запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-15.3";"";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"08.01.2018 02:00";"-13.5";"727.0";"";"";"90";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.01.2018 20:00";"-11.3";"726.0";"";"";"90";"Ветер, дующий с запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-11.3";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"07.01.2018 14:00";"-12.3";"727.0";"";"";"90";"Ветер, дующий с запада";"4";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"07.01.2018 08:00";"-13.7";"728.0";"";"";"90";"Ветер, дующий с запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-13.9";"";"";"";"";"";"";"";"";"0.9";"12";"";"";"";"";
"07.01.2018 02:00";"-13.3";"727.0";"";"";"90";"Ветер, дующий с запада";"4";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.01.2018 20:00";"-13.3";"727.0";"";"";"90";"Ветер, дующий с запада";"4";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"-12.6";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"06.01.2018 14:00";"-13.1";"727.0";"";"";"90";"Ветер, дующий с запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"06.01.2018 08:00";"-18.7";"729.0";"";"";"85";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"-20.9";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"06.01.2018 02:00";"-20.9";"732.0";"";"";"85";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.01.2018 20:00";"-18.9";"734.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-17.0";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"05.01.2018 14:00";"-18.5";"735.0";"";"";"85";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"05.01.2018 08:00";"-22.9";"737.0";"";"";"84";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"-26.9";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"05.01.2018 02:00";"-25.0";"738.0";"";"";"85";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.01.2018 20:00";"-26.5";"739.0";"";"";"84";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-21.8";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"04.01.2018 14:00";"-23.3";"739.0";"";"";"85";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"04.01.2018 08:00";"-26.5";"741.0";"";"";"84";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"-26.5";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"04.01.2018 02:00";"-24.3";"743.0";"";"";"85";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.01.2018 20:00";"-24.8";"744.0";"";"";"85";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"-23.1";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"03.01.2018 14:00";"-24.3";"745.0";"";"";"85";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"03.01.2018 08:00";"-30.1";"746.0";"";"";"84";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"-31.3";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"03.01.2018 02:00";"-30.5";"747.0";"";"";"83";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.01.2018 20:00";"-28.9";"748.0";"";"";"84";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-24.8";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"02.01.2018 14:00";"-25.7";"747.0";"";"";"85";"Ветер, дующий с востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"02.01.2018 08:00";"-28.9";"747.0";"";"";"84";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-28.9";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"02.01.2018 02:00";"-27.2";"746.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.01.2018 20:00";"-24.9";"745.0";"";"";"84";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-19.9";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"01.01.2018 14:00";"-20.3";"742.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"01.01.2018 08:00";"-23.5";"740.0";"";"";"84";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-23.5";"";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"01.01.2018 02:00";"-19.1";"737.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.12.2019 20:00";"-23.3";"728.0";"";"";"85";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"-20.5";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"31.12.2019 08:00";"-27.7";"727.0";"";"";"80";"Ветер, дующий с востока";"1";"";"";"60%.";" ";"";"";"-30.0";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"30.12.2019 20:00";"-28.5";"730.0";"";"";"79";"Ветер, дующий с востока";"1";"";"";"20–30%.";" ";"";"";"";"-23.2";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"30.12.2019 08:00";"-26.0";"729.0";"";"";"80";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"-30.5";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"29.12.2019 20:00";"-30.5";"735.0";"";"";"74";"Ветер, дующий с юго-востока";"3";"";"";"20–30%.";" ";"";"";"";"-30.3";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"29.12.2019 08:00";"-39.7";"740.0";"";"";"76";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"-39.8";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"28.12.2019 20:00";"-37.0";"739.0";"";"";"77";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"28.12.2019 08:00";"-36.7";"733.0";"";"";"81";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"-36.8";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"27.12.2019 20:00";"-27.3";"727.0";"";"";"79";"Ветер, дующий с запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-20.0";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"27.12.2019 08:00";"-21.5";"721.0";"";"";"80";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"-21.5";"";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"26.12.2019 20:00";"-16.1";"719.0";"";"";"85";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"26.12.2019 08:00";"-16.2";"717.0";"";"";"90";"Ветер, дующий с юга";"2";"";"";"100%.";"Снег неливневый. ";"";"";"-18.0";"";"";"";"";"";"";"";"";"0.5";"12";"";"";"";"";
"25.12.2019 20:00";"-18.0";"723.0";"";"";"85";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"-15.1";"";"";"";"";"";"";"";"0.6";"12";"";"";"";"";
"25.12.2019 08:00";"-20.9";"727.0";"";"";"85";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"-26.7";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"24.12.2019 20:00";"-25.7";"730.0";"";"";"80";"Ветер, дующий с востока";"1";"";"";"40%.";" ";"";"";"";"-23.0";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"24.12.2019 08:00";"-30.0";"730.0";"";"";"79";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"-30.1";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"23.12.2019 20:00";"-25.8";"730.0";"";"";"79";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-24.9";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"23.12.2019 08:00";"-32.7";"730.0";"";"";"79";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-32.8";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"22.12.2019 20:00";"-30.1";"729.0";"";"";"79";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"-26.9";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"22.12.2019 08:00";"-34.0";"728.0";"";"";"80";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-34.0";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"21.12.2019 20:00";"-28.6";"728.0";"";"";"80";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"21.12.2019 08:00";"-29.7";"725.0";"";"";"84";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-30.0";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"20.12.2019 20:00";"-24.1";"725.0";"";"";"84";"Ветер, дующий с севера";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"0.6";"12";"";"";"";"";
"20.12.2019 08:00";"-23.1";"724.0";"";"";"84";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-23.1";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"19.12.2019 20:00";"-16.9";"725.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-13.0";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"19.12.2019 08:00";"-13.9";"725.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-19.4";"";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"18.12.2019 20:00";"-19.3";"732.0";"";"";"90";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"-15.7";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"18.12.2019 08:00";"-16.3";"732.0";"";"";"85";"Ветер, дующий с запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-16.4";"";"";"";"";"";"";"";"";"0.9";"12";"";"";"";"";
"17.12.2019 20:00";"-11.5";"729.0";"";"";"90";"Ветер, дующий с запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-10.8";"";"";"";"";"";"";"";"0.6";"12";"";"";"";"";
"17.12.2019 08:00";"-16.1";"731.0";"";"";"85";"Ветер, дующий с юга";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-20.4";"";"";"";"";"";"";"";"";"0.6";"12";"";"";"";"";
"16.12.2019 20:00";"-17.9";"734.0";"";"";"85";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"-14.7";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"16.12.2019 08:00";"-15.7";"732.0";"";"";"80";"Ветер, дующий с запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"-15.8";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"15.12.2019 20:00";"-13.1";"729.0";"";"";"85";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"";"-10.7";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"15.12.2019 08:00";"-10.7";"722.0";"";"";"85";"Ветер, дующий с запада";"3";"";"";"100%.";"Снег неливневый. ";"";"";"-10.8";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"14.12.2019 20:00";"-4.2";"718.0";"";"";"93";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"-2.3";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"14.12.2019 08:00";"-8.1";"718.0";"";"";"95";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-9.1";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"13.12.2019 20:00";"-7.4";"719.0";"";"";"93";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"-3.4";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"13.12.2019 08:00";"-4.1";"723.0";"";"";"89";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"12.12.2019 20:00";"-3.9";"723.0";"";"";"89";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"-3.1";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"12.12.2019 08:00";"-5.9";"719.0";"";"";"92";"Ветер, дующий с запада";"2";"";"";"100%.";"Ливневый снег или ливневый дождь и снег. ";"";"";"-5.9";"";"";"";"";"";"";"";"";"5.0";"12";"";"";"";"";
"11.12.2019 20:00";"-5.5";"718.0";"";"";"95";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"-5.2";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"11.12.2019 08:00";"-10.6";"722.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-14.0";"";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"10.12.2019 20:00";"-14.0";"726.0";"";"";"80";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"-13.5";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"10.12.2019 08:00";"-20.7";"730.0";"";"";"85";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-20.7";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"09.12.2019 20:00";"-10.7";"725.0";"";"";"80";"Ветер, дующий с запада";"3";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"";"";"";"-2.4";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"09.12.2019 08:00";"-4.3";"720.0";"";"";"99";"Ветер, дующий с запада";"2";"";"";"100%.";"Ливневый снег или ливневый дождь и снег. ";"";"";"-5.0";"";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"08.12.2019 20:00";"-4.7";"721.0";"";"";"96";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"-3.9";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"08.12.2019 08:00";"-7.5";"721.0";"";"";"98";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-9.1";"";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"07.12.2019 20:00";"-9.1";"723.0";"";"";"95";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"-8.1";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"07.12.2019 08:00";"-14.3";"722.0";"";"";"95";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"-15.2";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"06.12.2019 20:00";"-10.7";"724.0";"";"";"90";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"-8.0";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"06.12.2019 08:00";"-12.5";"731.0";"";"";"95";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Дымка. ";"";"";"-16.9";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"05.12.2019 20:00";"-14.9";"736.0";"";"";"95";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"-8.7";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"05.12.2019 08:00";"-9.7";"733.0";"";"";"91";"Ветер, дующий с запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-13.6";"";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"04.12.2019 20:00";"-13.6";"734.0";"";"";"85";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"-12.4";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"04.12.2019 08:00";"-18.9";"736.0";"";"";"85";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"-22.1";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"03.12.2019 20:00";"-21.3";"735.0";"";"";"85";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"-16.3";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"03.12.2019 08:00";"-18.7";"731.0";"";"";"85";"Ветер, дующий с северо-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-19.0";"";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"02.12.2019 20:00";"-17.1";"731.0";"";"";"85";"Ветер, дующий с северо-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-14.6";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"02.12.2019 08:00";"-18.1";"730.0";"";"";"85";"Ветер, дующий с севера";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-18.2";"";"";"";"";"";"";"";"";"0.8";"12";"";"";"";"";
"01.12.2019 20:00";"-13.9";"727.0";"";"";"85";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-13.5";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"01.12.2019 08:00";"-18.9";"734.0";"";"";"75";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"-19.2";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"30.11.2019 20:00";"-14.1";"732.0";"";"";"75";"Ветер, дующий с запада";"3";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"-10.0";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
