Местное время в Солнечной;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
28.02.2019 8:00;-11.3;720.0;;;95;Штиль, безветрие;0;;;100%.; ;;;-13.3;;;;;;;50.0;;Осадков нет;12;;;;
28.02.2019 20:00;-10.9;720.0;;;90;Штиль, безветрие;0;;;20–30%.; ;;;;;;;;;;;;Осадков нет;12;;;;
01.03.2019 8:00;-12.4;719.0;;;90;Ветер, дующий с севера;2;;;70 – 80%.; ;;;-15.9;;;;;;;50.0;;Осадков нет;12;;;;
01.03.2019 20:00;-9.2;719.0;;;92;Ветер, дующий с северо-запада;1;;;20–30%.; ;;;;-4.7;;;;;;;;Осадков нет;12;;;;
02.03.2019 8:00;-11.8;718.0;;;90;Ветер, дующий с севера;1;;;100%.; ;;;-15.1;;;;;;;50.0;;Осадков нет;12;;;;
02.03.2019 20:00;-7.3;720.0;;;90;Штиль, безветрие;0;;;70 – 80%.; ;;;;-4.4;;;;;;;;Осадков нет;12;;;;
03.03.2019 8:00;-10.8;721.0;;;95;Ветер, дующий с севера;2;;;70 – 80%.; ;;;-14.0;;;;;;;50.0;;Осадков нет;12;;;;
03.03.2019 20:00;-8.5;722.0;;;83;Штиль, безветрие;0;;;70 – 80%.; ;;;;-5.4;;;;;;;;Осадков нет;12;;;;
04.03.2019 8:00;-6.7;717.0;;;77;Ветер, дующий с северо-востока;4;;;40%.; ;;;-9.2;;;;;;;50.0;;Осадков нет;12;;;;
04.03.2019 20:00;-9.9;728.0;;;81;Ветер, дующий с северо-запада;1;;;Облаков нет.; ;;;;-3.0;;;;;;;;Осадков нет;12;;;;
05.03.2019 8:00;-12.4;731.0;;;75;Ветер, дующий с северо-запада;2;;;20–30%.; ;;;-13.9;;;;;;;50.0;;Осадков нет;12;;;;
05.03.2019 20:00;-7.8;714.0;;;67;Ветер, дующий с севера;1;;;90  или более, но не 100%; ;;;;-5.6;;;;;;;;Осадков нет;12;;;;
06.03.2019 8:00;-11.7;727.1;772.3;;80;Ветер, дующий с северо-северо-запада;1;;;40%.; ;;;-14.0;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-14.5;Осадков нет;12;;;;
06.03.2019 20:00;-10.2;726.0;;;80;Ветер, дующий с севера;1;;;20–30%.; ;;;;-4.0;;;;;;;;Осадков нет;12;;;;
07.03.2019 8:00;-10.4;722.0;;;80;Ветер, дующий с северо-запада;1;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
07.03.2019 20:00;-3.5;723.0;;;74;Ветер, дующий с юга;2;;;100%.; ;;;;-2.8;;;;;;;;Осадков нет;12;;;;
08.03.2019 8:00;-4.1;727.0;;;48;Ветер, дующий с севера;3;;;40%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
08.03.2019 20:00;-10.5;728.0;;;65;Ветер, дующий с севера;2;;;Облаков нет.; ;;;;-3.1;;;;;;;;Осадков нет;12;;;;
09.03.2019 8:00;-14.6;726.0;;;95;Ветер, дующий с юго-запада;1;;;40%.; ;;;-18.0;;;;;;;50.0;;Осадков нет;12;;;;
09.03.2019 20:00;-4.4;722.0;;;77;Ветер, дующий с северо-востока;1;;;90  или более, но не 100%; ;;;;-4.4;;;;;;;;Осадков нет;12;;;;
10.03.2019 8:00;-5.4;723.0;;;53;Ветер, дующий с северо-запада;9;;;60%.;Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ;;;;;;;;;;50.0;;Следы осадков;12;;;;
10.03.2019 20:00;-5.6;724.0;;;52;Ветер, дующий с северо-запада;1;;;90  или более, но не 100%;Ливневый снег или ливневый дождь и снег. ;;;;;;;;;;;;Следы осадков;12;;;;
11.03.2019 8:00;-8.2;727.0;;;58;Ветер, дующий с севера;5;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;-8.4;;;;;;;50.0;;Следы осадков;12;;;;
11.03.2019 20:00;-9.5;726.0;;;81;Ветер, дующий с северо-запада;2;;;100%.; ;;;;;;;;;;;;Осадков нет;12;;;;
12.03.2019 8:00;-10.1;724.0;;;90;Ветер, дующий с северо-запада;1;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
12.03.2019 20:00;0.4;722.0;;;61;Ветер, дующий с запада;5;;;90  или более, но не 100%;Ливневый снег или ливневый дождь и снег. ;;;;0.4;;;;;;;;0.2;12;;;;
13.03.2019 8:00;-2.5;725.0;;;55;Ветер, дующий с северо-запада;6;;;70 – 80%.;Ливневый снег или ливневый дождь и снег. ;;;-2.7;;;;;;;50.0;;Следы осадков;12;;;;
13.03.2019 20:00;0.4;725.0;;;52;Ветер, дующий с запада;8;;;70 – 80%.;Ливневый снег или ливневый дождь и снег. ;;;;0.7;;;;;;;;Следы осадков;12;;;;
14.03.2019 8:00;-10.2;729.0;;;95;Штиль, безветрие;0;;;20–30%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;-10.3;;;;;;;10.0;;0.3;12;;;;
14.03.2019 20:00;-5.6;724.0;;;95;Ветер, дующий с севера;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;-5.6;;;;;;;;0.9;12;;;;
15.03.2019 8:00;02.фев;722.0;;;55;Ветер, дующий с северо-запада;7;;;70 – 80%.;Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ;;;-6.0;;;;;;;50.0;;1.0;12;;;;
15.03.2019 20:00;0.2;723.0;;;77;Ветер, дующий с северо-востока;3;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;02.авг;;;;;;;;Следы осадков;12;;;;
16.03.2019 8:00;-0.9;723.0;;;67;Ветер, дующий с северо-запада;1;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
16.03.2019 20:00;-2.0;717.0;;;91;Ветер, дующий с северо-запада;2;;;Облаков нет.; ;;;;;;;;;;;;Осадков нет;12;;;;
17.03.2019 8:00;-5.6;714.0;;;90;Ветер, дующий с юго-востока;1;;;70 – 80%.; ;;;-6.7;;;;;;;50.0;;Осадков нет;12;;;;
17.03.2019 20:00;04.янв;715.0;;;63;Ветер, дующий с северо-запада;2;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;07.мар;;;;;;;;Следы осадков;12;;;;
18.03.2019 8:00;02.янв;714.0;;;65;Ветер, дующий с севера;4;;;100%.; ;;;01.май;;;;;;;50.0;;Осадков нет;12;;;;
18.03.2019 20:00;-2.1;719.0;;;46;Ветер, дующий с северо-запада;9;;;100%.; ;;;;02.янв;;;;;;;;Осадков нет;12;;;;
19.03.2019 8:00;-6.9;724.0;;;51;Ветер, дующий с северо-запада;8;;;20–30%.; ;;;-7.1;;;;;;;50.0;;Осадков нет;12;;;;
19.03.2019 20:00;-7.2;726.0;;;69;Ветер, дующий с юга;3;;;60%.; ;;;;;;;;;;;;Осадков нет;12;;;;
20.03.2019 8:00;-4.9;727.0;;;54;Ветер, дующий с северо-запада;3;;;90  или более, но не 100%; ;;;-7.4;;;;;;;50.0;;Осадков нет;12;;;;
20.03.2019 20:00;-4.7;728.0;;;76;Ветер, дующий с запада;2;;;70 – 80%.;Ливневый снег или ливневый дождь и снег. ;;;;;;;;;;;;Следы осадков;12;;;;
21.03.2019 8:00;-4.6;726.0;;;53;Ветер, дующий с запада;7;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
21.03.2019 20:00;-5.2;726.0;;;80;Ветер, дующий с севера;2;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;Следы осадков;12;;;;
22.03.2019 8:00;-4.7;730.0;;;53;Ветер, дующий с запада;3;;;10%  или менее, но не 0; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
22.03.2019 20:00;-6.9;728.0;;;88;Ветер, дующий с юга;2;;;100%.; ;;;;-3.1;;;;;;;;Осадков нет;12;;;;
23.03.2019 8:00;-10.6;720.0;;;95;Ветер, дующий с северо-запада;1;;;100%.; ;;;-14.5;;;;;;;50.0;;Осадков нет;12;;;;
23.03.2019 20:00;02.июн;717.0;;;40;Ветер, дующий с северо-запада;8;;;100%.;Состояние неба в общем не изменилось. ;;;;04.апр;;;;;;;;Следы осадков;12;;;;
24.03.2019 8:00;-1.5;717.0;;;54;Ветер, дующий с севера;6;;;90  или более, но не 100%;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-2.5;;;;;;;50.0;;Следы осадков;12;;;;
24.03.2019 20:00;-5.6;720.7;764.4;;75;Ветер, дующий с северо-востока;3;;11;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;01.сен;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-9.4;0.2;12;;;;
25.03.2019 8:00;-12.0;722.1;767.0;;66;Ветер, дующий с северо-северо-востока;1;;;70 – 80%.; ;;;-17.5;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;50.0;-17.2;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;1.0
25.03.2019 20:00;-9.6;723.0;;;60;Ветер, дующий с севера;2;;;70 – 80%.; ;;;;-8.0;;;;;;;;Осадков нет;12;;;;
26.03.2019 8:00;-11.8;727.0;;;60;Ветер, дующий с запада;2;;;Облаков нет.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
26.03.2019 20:00;-12.2;730.0;;;50;Ветер, дующий с востока;1;;;50%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
27.03.2019 8:00;-12.2;730.0;;;90;Ветер, дующий с юго-запада;1;;;90  или более, но не 100%; ;;;-16.3;;;;;;;50.0;;Осадков нет;12;;;;
27.03.2019 20:00;-5.4;727.0;;;70;Ветер, дующий с юго-запада;1;;;100%.; ;;;;-3.8;;;;;;;;Осадков нет;12;;;;
28.03.2019 8:00;-10.5;725.0;;;90;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;-13.4;;;;;;;50.0;;Осадков нет;12;;;;
28.03.2019 20:00;-4.9;725.0;;;81;Ветер, дующий с юго-востока;2;;;100%.;Состояние неба в общем не изменилось. ;;;;-2.6;;;;;;50.0;;Следы осадков;12;;;;
29.03.2019 8:00;-8.2;727.0;;;86;Ветер, дующий с юго-востока;2;;;40%.; ;;;-10.3;;;;;;;50.0;;Осадков нет;12;;;;
29.03.2019 20:00;-4.8;728.0;;;78;Штиль, безветрие;0;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;-2.3;;;;;;50.0;;Следы осадков;12;;;;
30.03.2019 8:00;-6.6;727.0;;;86;Ветер, дующий с северо-востока;2;;;100%.; ;;;-9.5;;;;;;;50.0;;Осадков нет;12;;;;
30.03.2019 20:00;-5.6;727.0;;;90;Ветер, дующий с севера;1;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;-3.1;;;;;;50.0;;Следы осадков;12;;;;
31.03.2019 8:00;-6.9;728.0;;;93;Ветер, дующий с севера;1;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
31.03.2019 20:00;-4.9;728.0;;;74;Штиль, безветрие;0;;;40%.; ;;;;-2.2;;;;;;50.0;;Осадков нет;12;;;;
01.04.2019 8:00;-7.5;728.0;;;88;Ветер, дующий с севера;1;;;70 – 80%.; ;;;-11.5;;;;;;;50.0;;Осадков нет;12;;;;
01.04.2019 20:00;-5.2;728.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;-3.3;;;;;;50.0;;Осадков нет;12;;;;
02.04.2019 8:00;-1.2;727.0;;;57;Ветер, дующий с юга;3;;;70 – 80%.; ;;;-9.7;;;;;;;50.0;;Осадков нет;12;;;;
02.04.2019 20:00;-0.4;725.0;;;56;Ветер, дующий с северо-запада;1;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
03.04.2019 8:00;-3.1;718.0;;;75;Штиль, безветрие;0;;;100%.; ;;;-6.8;;;;;;;50.0;;Осадков нет;12;;;;
03.04.2019 20:00;03.фев;718.0;;;35;Ветер, дующий с северо-запада;11;;;50%.; ;;;;8.0;;;;;;50.0;;0.5;12;;;;
04.04.2019 8:00;-0.8;722.0;;;43;;;;;60%.; ;;;-1.5;;;;;;;50.0;;Осадков нет;12;;;;
04.04.2019 20:00;-3.6;723.0;;;67;Ветер, дующий с запада;2;;;20–30%.; ;;;;02.июл;;;;;;50.0;;Осадков нет;12;;;;
05.04.2019 8:00;-1.7;724.0;;;49;Ветер, дующий с северо-запада;4;;;40%.; ;;;-6.0;;;;;;;50.0;;Осадков нет;12;;;;
05.04.2019 20:00;-4.3;726.0;;;72;Ветер, дующий с юго-запада;2;;;40%.;Состояние неба в общем не изменилось. ;;;;0.4;;;;;;50.0;;Следы осадков;12;;;;
06.04.2019 8:00;-7.9;726.0;;;87;Ветер, дующий с северо-востока;4;;;10%  или менее, но не 0; ;;;-12.1;;;;;;;50.0;;Осадков нет;12;;;;
06.04.2019 20:00;-4.3;726.0;;;72;Ветер, дующий с севера;1;;;20–30%.; ;;;;-3.2;;;;;;50.0;;Осадков нет;12;;;;
07.04.2019 8:00;-7.6;726.0;;;73;Ветер, дующий с северо-востока;3;;;Облаков нет.; ;;;-11.3;;;;;;;50.0;;Осадков нет;12;;;;
07.04.2019 20:00;-5.2;724.0;;;71;Штиль, безветрие;0;;;Облаков нет.; ;;;;-2.9;;;;;;50.0;;Осадков нет;12;;;;
08.04.2019 8:00;-2.6;726.0;;;44;Штиль, безветрие;0;;;40%.; ;;;-10.7;;;;;;;50.0;;Осадков нет;12;;;;
08.04.2019 20:00;-3.1;727.0;;;79;Штиль, безветрие;0;;;40%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
09.04.2019 8:00;-0.8;730.0;;;57;Ветер, дующий с запада;2;;;90  или более, но не 100%; ;;;-6.5;;;;;;;50.0;;Осадков нет;12;;;;
09.04.2019 20:00;-2.1;728.0;;;89;Ветер, дующий с севера;2;;;60%.; ;;;;02.мар;;;;;;50.0;;Осадков нет;12;;;;
10.04.2019 8:00;-2.2;725.0;;;62;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
10.04.2019 20:00;-2.9;718.0;;;80;Штиль, безветрие;0;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
11.04.2019 8:00;5.0;715.0;;;55;Ветер, дующий с запада;12;;;100%.;Ливневый(ые) дождь(и). ;;;-8.0;;;;;;;10.0;;Следы осадков;12;;;;
11.04.2019 20:00;01.сен;719.0;;;25;Ветер, дующий с северо-запада;5;;;40%.; ;;;;06.сен;;;;;;50.0;;Осадков нет;12;;;;
12.04.2019 8:00;-1.3;722.0;;;42;Ветер, дующий с севера;3;;;40%.; ;;;-3.7;;;;;;;50.0;;Осадков нет;12;;;;
12.04.2019 20:00;-0.4;720.0;;;62;Ветер, дующий с запада;3;;;100%.;Ливневый снег или ливневый дождь и снег. ;;;;;;;;;;50.0;;Следы осадков;12;;;;
13.04.2019 8:00;-4.1;725.0;;;52;Ветер, дующий с севера;3;;;40%.;Состояние неба в общем не изменилось. ;;;-5.4;;;;;;;50.0;;Следы осадков;12;;;;
13.04.2019 20:00;-3.4;720.0;;;94;Ветер, дующий с юга;6;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;1.0;;0.3;12;;;;
14.04.2019 8:00;11.июл;710.0;;;34;Ветер, дующий с запада;7;;;100%.; ;;;-3.5;;;;;;;20.0;;Следы осадков;12;;;;
14.04.2019 20:00;06.авг;712.0;;;62;Ветер, дующий с запада;9;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;12.июл;;;;;;50.0;;0.4;12;;;;
15.04.2019 8:00;01.сен;714.0;;;57;Ветер, дующий с запада;3;;;100%.; ;;;01.май;;;;;;;50.0;;0.4;12;;;;
15.04.2019 20:00;-1.0;714.0;;;82;Ветер, дующий с юго-запада;2;;;70 – 80%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;01.сен;;;;;;1.0;;0.4;12;;;;
16.04.2019 8:00;-3.4;723.0;;;61;Ветер, дующий с севера;1;;;100%.; ;;;-9.1;;;;;;;50.0;;Осадков нет;12;;;;
16.04.2019 20:00;-2.7;714.0;;;48;Ветер, дующий с севера;2;;;90  или более, но не 100%; ;;;;-1.3;;;;;;50.0;;Осадков нет;12;;;;
17.04.2019 8:00;-0.3;719.0;;;44;Ветер, дующий с северо-запада;4;;;60%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
17.04.2019 20:00;-4.1;723.0;;;43;Ветер, дующий с запада;1;;;Облаков нет.; ;;;;-0.3;;;;;;50.0;;Осадков нет;12;;;;
18.04.2019 8:00;-5.2;723.0;;;65;Ветер, дующий с севера;3;;;10%  или менее, но не 0; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
18.04.2019 20:00;-2.4;714.0;;;72;Ветер, дующий с северо-востока;4;;;100%.; ;;;;-1.6;;;;;;50.0;;Осадков нет;12;;;;
19.04.2019 8:00;03.апр;710.0;;;71;Ветер, дующий с запада;10;;;100%.;Ливневый(ые) дождь(и) со снегом слабый(ые) в срок наблюдения или за последний час. ;;;-3.0;;;;;;;50.0;;Следы осадков;12;;;;
19.04.2019 20:00;-2.7;721.0;;;48;Ветер, дующий с северо-запада;4;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;03.апр;;;;;;50.0;;Следы осадков;12;;;;
20.04.2019 8:00;-2.9;723.0;;;48;Ветер, дующий с запада;3;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
20.04.2019 20:00;-1.3;719.0;;;66;Штиль, безветрие;0;;;Облаков нет.; ;;;;0.5;;;;;;50.0;;Осадков нет;12;;;;
21.04.2019 8:00;-3.7;718.0;;;74;Ветер, дующий с северо-востока;4;;;60%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
21.04.2019 20:00;-1.1;713.0;;;77;Ветер, дующий с севера;1;;;100%.; ;;;;0.5;;;;;;50.0;;Осадков нет;12;;;;
22.04.2019 8:00;04.май;715.0;;;40;Ветер, дующий с запада;9;;;90  или более, но не 100%; ;;;-4.4;;;;;;;50.0;;Осадков нет;12;;;;
22.04.2019 20:00;03.янв;720.0;;;32;Ветер, дующий с северо-запада;6;;;60%.;Состояние неба в общем не изменилось. ;;;;06.фев;;;;;;50.0;;Следы осадков;12;;;;
23.04.2019 8:00;-0.6;726.0;;;55;Ветер, дующий с северо-запада;6;;;40%.; ;;;-2.2;;;;;;;50.0;;Осадков нет;12;;;;
23.04.2019 20:00;-2.9;729.0;;;84;Ветер, дующий с запада;1;;;Облаков нет.;Состояние неба в общем не изменилось. ;;;;0.8;;;;;;50.0;;0.4;12;;;;
24.04.2019 8:00;-3.1;729.0;;;73;Ветер, дующий с северо-востока;1;;;Облаков нет.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
24.04.2019 20:00;-2.4;723.0;;;78;Ветер, дующий с северо-запада;2;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
25.04.2019 8:00;01.июл;723.0;;;45;Ветер, дующий с северо-востока;1;;;70 – 80%.; ;;;-7.2;;;;;;;50.0;;Осадков нет;12;;;;
25.04.2019 20:00;-1.7;721.0;;;57;Штиль, безветрие;0;;;20–30%.; ;;;;01.июл;;;;;;50.0;;Осадков нет;12;;;;
26.04.2019 8:00;03.фев;717.0;;;50;Ветер, дующий с северо-востока;2;;;100%.; ;;;-6.7;;;;;;;50.0;;Осадков нет;12;;;;
26.04.2019 20:00;02.июн;716.0;;;48;Ветер, дующий с юго-запада;4;;;70 – 80%.; ;;;;04.апр;;;;;;50.0;;Осадков нет;12;;;;
27.04.2019 8:00;0.0;719.0;;;83;Ветер, дующий с северо-востока;1;;;100%.; ;;;-3.9;;;;;;;50.0;;Осадков нет;12;;;;
27.04.2019 20:00;03.мар;718.0;;;73;Ветер, дующий с северо-востока;1;;;90  или более, но не 100%; ;;;;05.сен;;;;;;50.0;;Осадков нет;12;;;;
28.04.2019 8:00;02.янв;716.0;;;78;Ветер, дующий с юго-востока;1;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
28.04.2019 20:00;8.0;713.0;;;55;Ветер, дующий с северо-востока;7;;;100%.; ;;;;10.янв;;;;;;50.0;;Осадков нет;12;;;;
29.04.2019 8:00;04.сен;722.0;;;48;Ветер, дующий с северо-запада;5;;;60%.;Состояние неба в общем не изменилось. ;;;3.0;;;;;;;50.0;;Следы осадков;12;;;;
29.04.2019 20:00;06.мар;719.0;;;72;Ветер, дующий с юго-запада;6;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;06.май;;;;;;50.0;;0.8;12;;;;
30.04.2019 8:00;02.апр;723.0;;;65;Ветер, дующий с северо-востока;1;;;100%.; ;;;-0.7;;;;;;;50.0;;3.0;12;;;;
30.04.2019 20:00;0.9;719.0;;;71;Ветер, дующий с севера;2;;;90  или более, но не 100%; ;;;;03.июл;;;;;;50.0;;Осадков нет;12;;;;
01.05.2019 8:00;02.фев;718.0;;;59;Ветер, дующий с северо-востока;1;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
01.05.2019 20:00;01.сен;712.0;;;62;Ветер, дующий с северо-запада;1;;;40%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
02.05.2019 8:00;11.апр;716.0;;;47;Ветер, дующий с северо-запада;12;;;100%.; ;;;-3.3;;;;;;;50.0;;Осадков нет;12;;;;
02.05.2019 20:00;08.янв;723.0;;;34;Ветер, дующий с севера;5;;;60%.; ;;;;11.апр;;;;;;20.0;;Осадков нет;12;;;;
03.05.2019 8:00;01.фев;728.0;;;42;Ветер, дующий с северо-запада;7;;;100%.; ;;;0.0;;;;;;;50.0;;Осадков нет;12;;;;
03.05.2019 20:00;0.6;730.0;;;62;Ветер, дующий с севера;2;;;70 – 80%.; ;;;;02.фев;;;;;;50.0;;Осадков нет;12;;;;
04.05.2019 8:00;03.янв;735.0;;;54;Ветер, дующий с северо-востока;3;;;20–30%.; ;;;-5.4;;;;;;;50.0;;Осадков нет;12;;;;
04.05.2019 20:00;-0.5;734.0;;;58;Ветер, дующий с севера;1;;;20–30%.; ;;;;04.авг;;;;;;50.0;;Осадков нет;12;;;;
05.05.2019 8:00;-1.0;734.0;;;85;Ветер, дующий с юго-запада;1;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
05.05.2019 20:00;0.8;729.0;;;79;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;;02.мар;;;;;;50.0;;Осадков нет;12;;;;
06.05.2019 8:00;0.9;727.0;;;81;Ветер, дующий с юга;4;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
06.05.2019 20:00;02.май;723.0;;;75;Ветер, дующий с севера;1;;;90  или более, но не 100%; ;;;;03.май;;;;;;50.0;;Осадков нет;12;;;;
07.05.2019 8:00;13.сен;719.0;;;49;Ветер, дующий с северо-запада;5;;;90  или более, но не 100%; ;;;-0.2;;;;;;;10.0;;Осадков нет;12;;;;
07.05.2019 20:00;7.0;719.0;;;52;Ветер, дующий с северо-востока;2;;;40%.; ;;;;16.июн;;;;;;50.0;;Осадков нет;12;;;;
08.05.2019 8:00;09.авг;714.0;;;76;Ветер, дующий с запада;10;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;05.янв;;;;;;;50.0;;3.0;12;;;;
08.05.2019 20:00;08.июн;711.0;;;89;Ветер, дующий с северо-запада;3;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;10.июл;;;;;;4.0;;13.0;12;;;;
09.05.2019 8:00;05.сен;712.0;;;58;Ветер, дующий с северо-запада;7;;;100%.;Состояние неба в общем не изменилось. ;;;5.0;;;;;;;50.0;;3.0;12;;;;
09.05.2019 20:00;03.май;716.0;;;55;Ветер, дующий с севера;4;;;70 – 80%.;Ливневый снег или ливневый дождь и снег. ;;;;08.янв;;;;;;50.0;;Следы осадков;12;;;;
10.05.2019 8:00;02.мар;717.0;;;58;Ветер, дующий с запада;9;;;70 – 80%.;Ливневый снег или ливневый дождь и снег. ;;;0.0;;;;;;;50.0;;Следы осадков;12;;;;
10.05.2019 20:00;02.янв;723.0;;;78;Ветер, дующий с юго-запада;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;4.0;;Следы осадков;12;;;;
11.05.2019 8:00;03.сен;725.0;;;58;Ветер, дующий с запада;8;;;70 – 80%.; ;;;0.2;;;;;;;50.0;;Следы осадков;12;;;;
11.05.2019 20:00;02.июн;725.0;;;65;Ветер, дующий с запада;1;;;60%.; ;;;;06.июн;;;;;;50.0;;Следы осадков;12;;;;
12.05.2019 8:00;01.май;721.0;;;83;Ветер, дующий с северо-востока;1;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
12.05.2019 20:00;02.сен;714.0;;;66;Ветер, дующий с севера;1;;;100%.; ;;;;05.сен;;;;;;50.0;;Осадков нет;12;;;;
13.05.2019 8:00;08.сен;712.0;;;47;Ветер, дующий с запада;7;;;100%.; ;;;-0.5;;;;;;;50.0;;Осадков нет;12;;;;
13.05.2019 20:00;03.май;715.0;;;78;Ветер, дующий с юга;1;;;70 – 80%.; ;;;;08.сен;;;;;;50.0;;Следы осадков;12;;;;
14.05.2019 8:00;02.июл;715.0;;;86;Ветер, дующий с севера;2;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
14.05.2019 20:00;02.июн;713.0;;;86;Ветер, дующий с юго-запада;5;;;100%.; ;;;;;;;;;;20.0;;Осадков нет;12;;;;
15.05.2019 8:00;06.сен;712.0;;;46;Ветер, дующий с севера;6;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;2.0;;;;;;;50.0;;Следы осадков;12;;;;
15.05.2019 20:00;06.июн;712.0;;;50;Ветер, дующий с севера;2;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
16.05.2019 8:00;05.апр;713.0;;;51;Ветер, дующий с северо-запада;7;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
16.05.2019 20:00;03.июл;717.0;;;74;Ветер, дующий с юга;2;;;90  или более, но не 100%; ;;;;07.апр;;;;;;50.0;;Осадков нет;12;;;;
17.05.2019 8:00;05.май;718.0;;;56;Ветер, дующий с севера;6;;;100%.; ;;;02.мар;;;;;;;50.0;;Осадков нет;12;;;;
17.05.2019 20:00;05.май;720.0;;;56;Ветер, дующий с севера;6;;;100%.;Состояние неба в общем не изменилось. ;;;;07.фев;;;;;;50.0;;0.4;12;;;;
18.05.2019 8:00;06.апр;720.0;;;53;Ветер, дующий с севера;6;;;100%.;Ливневый(ые) дождь(и). ;;;4.0;;;;;;;50.0;;Следы осадков;12;;;;
18.05.2019 20:00;6.0;723.0;;;59;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;Следы осадков;12;;;;
