"Местное время в Алыгджере";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.03.2020 08:00";"-7.6";"683.0";"767.6";"";"93";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-7.7";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"2.0";"-8.6";"1.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"1.0";
"24.03.2020 02:00";"-1.9";"682.5";"765.1";"";"47";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"";"-11.8";"";"";"";"";"";"";
"23.03.2020 20:00";"-0.2";"682.3";"764.5";"";"32";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"5.7";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";"50.0";"-14.9";"Осадков нет";"12";"";"";"";"";
"23.03.2020 14:00";"4.0";"681.3";"761.9";"";"28";"Ветер, дующий с запада";"4";"";"";"60%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-13.2";"";"";"";"";"";"";
"23.03.2020 08:00";"-2.6";"679.7";"762.2";"";"84";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"-4.0";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-4.9";"Осадков нет";"12";"";"";"";"";
"23.03.2020 02:00";"-2.3";"676.6";"758.5";"";"77";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"";"-5.9";"";"";"";"";"";"";
"22.03.2020 20:00";"8.5";"677.1";"755.8";"";"29";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"15.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"50.0";"-8.6";"Осадков нет";"12";"";"";"";"";
"22.03.2020 14:00";"12.1";"677.2";"755.0";"";"22";"Ветер, дующий с юго-юго-запада";"4";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-9.1";"";"";"";"";"";"";
"22.03.2020 08:00";"5.8";"679.1";"758.9";"";"33";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"0.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"50.0";"-9.4";"Осадков нет";"12";"";"";"";"";
"22.03.2020 02:00";"7.5";"679.5";"758.8";"";"26";"Ветер, дующий с юго-юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-10.8";"";"";"";"";"";"";
"21.03.2020 20:00";"3.6";"679.5";"760.0";"";"37";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"6.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высокослоистые просвечивающие.";"";"50.0";"-9.9";"Осадков нет";"12";"";"";"";"";
"21.03.2020 14:00";"5.3";"679.6";"759.6";"";"30";"Ветер, дующий с юго-юго-запада";"6";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-11.0";"";"";"";"";"";"";
"21.03.2020 08:00";"0.5";"678.7";"760.2";"";"47";"Ветер, дующий с юго-юго-запада";"8";"";"";"100%.";" ";"";"";"-1.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"50.0";"-9.6";"Осадков нет";"12";"";"";"";"";
"21.03.2020 02:00";"-0.2";"677.8";"759.4";"";"47";"Ветер, дующий с юго-юго-востока";"6";"10";"10";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"";"-10.3";"";"";"";"";"";"";
"20.03.2020 20:00";"-0.1";"678.1";"759.6";"";"42";"Ветер, дующий с юго-юго-запада";"6";"";"";"100%.";" ";"";"";"";"1.4";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"50.0";"-11.7";"Осадков нет";"12";"";"";"";"";
"20.03.2020 14:00";"0.5";"678.4";"759.8";"";"37";"Ветер, дующий с юга";"6";"10";"10";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"50.0";"-12.7";"";"";"";"";"";"";
"20.03.2020 08:00";"-12.5";"679.1";"764.8";"";"85";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"-12.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-14.5";"Осадков нет";"12";"";"";"";"";
"20.03.2020 02:00";"-8.9";"679.6";"763.3";"";"71";"Ветер, дующий с северо-северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-13.3";"";"";"";"";"";"";
"19.03.2020 20:00";"-0.5";"678.9";"760.6";"";"42";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"2.7";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-11.9";"Осадков нет";"12";"";"";"";"";
"19.03.2020 14:00";"0.9";"680.2";"761.6";"";"38";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-11.8";"";"";"";"";"";"";
"19.03.2020 08:00";"-1.5";"679.0";"761.0";"";"54";"Ветер, дующий с юга";"4";"";"";"70 – 80%.";" ";"";"";"-4.6";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-9.6";"Осадков нет";"12";"";"";"";"";
"19.03.2020 02:00";"-1.9";"677.2";"759.2";"";"57";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-9.4";"";"";"";"";"";"";
"18.03.2020 20:00";"4.0";"677.3";"757.4";"";"46";"Ветер, дующий с юго-юго-востока";"6";"10";"12";"100%.";" ";"";"";"";"8.1";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-6.8";"Осадков нет";"12";"";"";"";"";
"18.03.2020 14:00";"5.6";"678.3";"758.1";"";"27";"Ветер, дующий с юго-юго-востока";"6";"10";"10";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-12.1";"";"";"";"";"";"";
"18.03.2020 08:00";"-7.2";"683.4";"767.8";"";"55";"Ветер, дующий с юга";"4";"";"";"70 – 80%.";" ";"";"";"-8.2";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные, образовавшиеся от кучево-дождевых.";"50.0";"-14.7";"Осадков нет";"12";"";"";"";"";
"18.03.2020 02:00";"-7.5";"685.9";"770.8";"";"68";"Ветер, дующий с северо-северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-12.4";"";"";"";"";"";"";
"17.03.2020 20:00";"0.4";"683.9";"766.0";"";"33";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"5.9";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-14.1";"Осадков нет";"12";"";"";"";"";
"17.03.2020 14:00";"3.1";"680.5";"761.3";"";"29";"Ветер, дующий с западо-юго-запада";"6";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-13.3";"";"";"";"";"";"";
"17.03.2020 08:00";"0.4";"679.1";"760.6";"";"38";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"0.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-12.3";"Осадков нет";"12";"";"";"";"";
"17.03.2020 02:00";"3.2";"676.7";"757.0";"";"63";"Ветер, дующий с северо-запада";"4";"";"10";"40%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"10%  или менее, но не 0";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"";"-3.2";"";"";"";"";"";"";
"16.03.2020 20:00";"7.6";"677.5";"756.5";"";"46";"Ветер, дующий с юго-юго-запада";"6";"";"";"100%.";" ";"";"";"";"8.4";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-3.5";"Осадков нет";"12";"";"";"";"";
"16.03.2020 14:00";"7.4";"680.8";"760.3";"";"43";"Ветер, дующий с юго-юго-запада";"6";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"50.0";"-4.6";"";"";"";"";"";"";
"16.03.2020 08:00";"2.8";"682.8";"763.9";"";"48";"Ветер, дующий с юго-юго-запада";"6";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"50.0";"-7.3";"Осадков нет";"12";"";"";"";"";
"16.03.2020 02:00";"2.7";"682.6";"763.8";"";"54";"Ветер, дующий с юго-юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-5.8";"";"";"";"";"";"";
"15.03.2020 20:00";"3.6";"680.4";"760.9";"";"49";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"6.9";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-6.1";"Осадков нет";"12";"";"";"";"";
"15.03.2020 14:00";"6.1";"679.9";"759.7";"";"38";"Ветер, дующий с юго-юго-запада";"6";"";"";"60%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-7.3";"";"";"";"";"";"";
"15.03.2020 08:00";"-5.9";"681.2";"765.0";"";"87";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"-6.0";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"50.0";"-7.8";"Осадков нет";"12";"";"";"";"";
"15.03.2020 02:00";"-2.4";"681.2";"763.9";"";"66";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-8.0";"";"";"";"";"";"";
"14.03.2020 20:00";"7.0";"681.1";"760.9";"";"21";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"12.5";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"50.0";"-14.1";"Осадков нет";"12";"";"";"";"";
"14.03.2020 14:00";"9.5";"682.6";"765.5";"";"27";"Ветер, дующий с юга";"6";"10";"10";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-8.5";"";"";"";"";"";"";
"14.03.2020 08:00";"-2.7";"686.5";"769.9";"";"48";"Ветер, дующий с юго-востока";"6";"10";"10";"Облаков нет.";" ";"";"";"-2.8";"";"";"";"";"";"";"50.0";"-12.2";"Осадков нет";"12";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.";"Снежный покров не постоянный.";
"14.03.2020 02:00";"0.3";"687.2";"769.7";"";"43";"Ветер, дующий с юго-юго-запада";"6";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-10.9";"";"";"";"";"";"";
"13.03.2020 20:00";"4.7";"687.1";"768.2";"";"33";"Ветер, дующий с юго-юго-запада";"4";"";"12";"100%.";" ";"";"";"";"6.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-10.5";"Осадков нет";"12";"";"";"";"";
"13.03.2020 14:00";"5.3";"686.8";"767.7";"";"32";"Ветер, дующий с юго-юго-востока";"8";"12";"14";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-10.4";"";"";"";"";"";"";
"13.03.2020 08:00";"-0.6";"687.4";"770.2";"";"42";"Ветер, дующий с юга";"10";"14";"14";"100%.";" ";"";"";"-1.0";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-12.1";"Осадков нет";"12";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.";"Снежный покров не постоянный.";
"12.03.2020 20:00";"-0.6";"686.2";"768.9";"";"34";"Ветер, дующий с юга";"1";"10";"12";"100%.";" ";"";"";"";"1.4";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"50.0";"-14.5";"Осадков нет";"12";"";"";"";"";
"12.03.2020 08:00";"-6.9";"688.2";"773.2";"";"46";"Ветер, дующий с юго-юго-востока";"10";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-16.8";"Осадков нет";"12";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.";"Менее 0.5";
"11.03.2020 20:00";"-7.4";"688.0";"773.2";"";"47";"Ветер, дующий с юго-юго-запада";"2";"";"";"50%.";" ";"";"";"";"-1.5";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"50.0";"-17.0";"Следы осадков";"12";"";"";"";"";
"11.03.2020 08:00";"-11.6";"686.2";"772.5";"";"95";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-13.5";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"4.0";"-12.2";"0.9";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"1.0";
"10.03.2020 20:00";"-4.5";"677.0";"759.8";"";"74";"Ветер, дующий с северо-северо-запада";"4";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"4.0";"-8.4";"Следы осадков";"12";"";"";"";"";
"10.03.2020 08:00";"-2.7";"673.9";"755.8";"";"43";"Ветер, дующий с юго-юго-востока";"4";"";"12";"100%.";" ";"";"";"-4.1";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"-13.8";"Осадков нет";"12";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.";"1.0";
"09.03.2020 20:00";"-4.0";"680.5";"763.6";"";"48";"Ветер, дующий с юго-юго-запада";"8";"";"14";"90  или более, но не 100%";" ";"";"";"";"-2.0";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-13.4";"Осадков нет";"12";"";"";"";"";
"09.03.2020 08:00";"-8.0";"683.2";"767.9";"";"39";"Ветер, дующий с юго-юго-запада";"8";"12";"12";"100%.";" ";"";"";"-9.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-19.7";"Осадков нет";"12";"";"";"Сухой рассыпчатый снег покрывает по крайней мере половину поверхности почвы (но не полностью).";"2.0";
"08.03.2020 20:00";"-9.0";"682.9";"767.7";"";"38";"Ветер, дующий с юго-юго-запада";"14";"";"18";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-8.6";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"-20.9";"Осадков нет";"12";"";"";"";"";
"08.03.2020 08:00";"-16.4";"689.8";"778.3";"";"70";"Ветер, дующий с юга";"6";"10";"10";"Облаков нет.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"-26.6";"";"";"";"";"";"";"50.0";"-20.6";"Следы осадков";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"13.0";
